case,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,group,sex,log,n
19.unmapped,Geobacillus genomosp. 3,1921421,S,162,34,196,5.00E-05,control,male,-4.301029996,1
19.unmapped,Geobacillus thermodenitrificans,33940,S,24,263,287,7.00E-05,control,male,-4.15490196,1
19.unmapped,Geobacillus sp. C56-T3,691437,S,22,127,149,4.00E-05,control,male,-4.397940009,1
19.unmapped,Anoxybacillus flavithermus,33934,S,55,185,240,6.00E-05,control,male,-4.22184875,1
19.unmapped,Fictibacillus phosphorivorans,1221500,S,20,108,128,3.00E-05,control,male,-4.522878745,1
19.unmapped,Aeribacillus pallidus,33936,S,113,10,123,3.00E-05,control,male,-4.522878745,1
19.unmapped,Oceanobacillus sp. 160,2052660,S,76,8,84,2.00E-05,control,male,-4.698970004,1
19.unmapped,Oceanobacillus iheyensis,182710,S,13,15,28,1.00E-05,control,male,-5,1
19.unmapped,Parageobacillus genomosp. 1,1295642,S,45,2,47,1.00E-05,control,male,-5,1
19.unmapped,Parageobacillus thermoglucosidasius,1426,S,19,44,63,2.00E-05,control,male,-4.698970004,1
19.unmapped,Salimicrobium jeotgali,1230341,S,58,3,61,1.00E-05,control,male,-5,1
19.unmapped,Amphibacillus xylanus,1449,S,44,2,46,1.00E-05,control,male,-5,1
19.unmapped,Paraliobacillus sp. X-1125,2213194,S,33,1,34,1.00E-05,control,male,-5,1
19.unmapped,Lentibacillus amyloliquefaciens,1472767,S,23,0,23,1.00E-05,control,male,-5,1
19.unmapped,Staphylococcus aureus,1280,S,841,15102,15943,0.00387,control,male,-2.412289035,1
19.unmapped,Staphylococcus epidermidis,1282,S,277,39,316,8.00E-05,control,male,-4.096910013,1
19.unmapped,Staphylococcus carnosus,1281,S,64,7,71,2.00E-05,control,male,-4.698970004,1
19.unmapped,Staphylococcus xylosus,1288,S,63,4,67,2.00E-05,control,male,-4.698970004,1
19.unmapped,Staphylococcus pasteuri,45972,S,39,4,43,1.00E-05,control,male,-5,1
19.unmapped,Staphylococcus sciuri,1296,S,37,2,39,1.00E-05,control,male,-5,1
19.unmapped,Staphylococcus lugdunensis,28035,S,25,109,134,3.00E-05,control,male,-4.522878745,1
19.unmapped,Staphylococcus pseudintermedius,283734,S,23,4,27,1.00E-05,control,male,-5,1
19.unmapped,Staphylococcus hominis,1290,S,19,5,24,1.00E-05,control,male,-5,1
19.unmapped,Jeotgalicoccus saudimassiliensis,1461582,S,559,11,570,0.00014,control,male,-3.853871964,1
19.unmapped,Auricoccus indicus,1849491,S,222,23,245,6.00E-05,control,male,-4.22184875,1
19.unmapped,Salinicoccus halodurans,407035,S,23,1,24,1.00E-05,control,male,-5,1
19.unmapped,Sporosarcina psychrophila,1476,S,291,76,367,9.00E-05,control,male,-4.045757491,1
19.unmapped,Sporosarcina ureae,1571,S,121,24,145,4.00E-05,control,male,-4.397940009,1
19.unmapped,Sporosarcina sp. PTS2304,2283194,S,113,23,136,3.00E-05,control,male,-4.522878745,1
19.unmapped,Sporosarcina sp. P37,1930546,S,32,313,345,8.00E-05,control,male,-4.096910013,1
19.unmapped,Solibacillus silvestris,76853,S,459,178,637,0.00015,control,male,-3.823908741,1
19.unmapped,Solibacillus sp. R5-41,2048654,S,194,55,249,6.00E-05,control,male,-4.22184875,1
19.unmapped,Planococcus maritimus,192421,S,305,113,418,1.00E-04,control,male,-4,1
19.unmapped,Planococcus sp. MB-3u-03,2058136,S,50,103,153,4.00E-05,control,male,-4.397940009,1
19.unmapped,Planococcus donghaensis,414778,S,12,11,23,1.00E-05,control,male,-5,1
19.unmapped,Planococcus plakortidis,1038856,S,12,12,24,1.00E-05,control,male,-5,1
19.unmapped,Kurthia sp. 11kri321,1750719,S,177,194,371,9.00E-05,control,male,-4.045757491,1
19.unmapped,Paenisporosarcina sp. K2R23-3,2320858,S,94,38,132,3.00E-05,control,male,-4.522878745,1
19.unmapped,Jeotgalibacillus malaysiensis,1508404,S,24,3,27,1.00E-05,control,male,-5,1
19.unmapped,Rummeliibacillus stabekisii,241244,S,22,21,43,1.00E-05,control,male,-5,1
19.unmapped,Paenibacillus sp. FSL R5-0912,1536771,S,131,183,314,8.00E-05,control,male,-4.096910013,1
19.unmapped,Paenibacillus swuensis,1178515,S,98,19,117,3.00E-05,control,male,-4.522878745,1
19.unmapped,Paenibacillus sp. 32O-W,1695218,S,85,14,99,2.00E-05,control,male,-4.698970004,1
19.unmapped,Paenibacillus polymyxa,1406,S,71,716,787,0.00019,control,male,-3.721246399,1
19.unmapped,Paenibacillus xylanexedens,528191,S,55,8,63,2.00E-05,control,male,-4.698970004,1
19.unmapped,Paenibacillus bovis,1616788,S,32,3,35,1.00E-05,control,male,-5,1
19.unmapped,Paenibacillus larvae,1464,S,26,38,64,2.00E-05,control,male,-4.698970004,1
19.unmapped,Paenibacillus lautus,1401,S,23,25,48,1.00E-05,control,male,-5,1
19.unmapped,Paenibacillus mucilaginosus,61624,S,18,3,21,1.00E-05,control,male,-5,1
19.unmapped,Brevibacillus brevis,1393,S,192,129,321,8.00E-05,control,male,-4.096910013,1
19.unmapped,Brevibacillus laterosporus,1465,S,50,7,57,1.00E-05,control,male,-5,1
19.unmapped,Thermobacillus composti,377615,S,149,37,186,5.00E-05,control,male,-4.301029996,1
19.unmapped,Aneurinibacillus sp. XH2,1450761,S,85,10,95,2.00E-05,control,male,-4.698970004,1
19.unmapped,Aneurinibacillus soli,1500254,S,32,8,40,1.00E-05,control,male,-5,1
19.unmapped,Exiguobacterium sp. AT1b,360911,S,1098,318,1416,0.00034,control,male,-3.468521083,1
19.unmapped,Gemella morbillorum,29391,S,228,238,466,0.00011,control,male,-3.958607315,1
19.unmapped,Brochothrix thermosphacta,2756,S,480,47,527,0.00013,control,male,-3.886056648,1
19.unmapped,Listeria monocytogenes,1639,S,227,267,494,0.00012,control,male,-3.920818754,1
19.unmapped,Tumebacillus avium,1903704,S,119,78,197,5.00E-05,control,male,-4.301029996,1
19.unmapped,Tumebacillus algifaecis,1214604,S,100,56,156,4.00E-05,control,male,-4.397940009,1
19.unmapped,Alicyclobacillus acidocaldarius,405212,S,99,0,99,2.00E-05,control,male,-4.698970004,1
19.unmapped,Kyrpidia tusciae,33943,S,16,56,72,2.00E-05,control,male,-4.698970004,1
19.unmapped,Laceyella sp. FBKL4.010,2071623,S,116,6,122,3.00E-05,control,male,-4.522878745,1
19.unmapped,Novibacillus thermophilus,1471761,S,103,3,106,3.00E-05,control,male,-4.522878745,1
19.unmapped,[Bacillus] selenitireducens,85683,S,24,1,25,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus sanguinis,1305,S,455,40,495,0.00012,control,male,-3.920818754,1
19.unmapped,Streptococcus pyogenes,1314,S,281,2744,3025,0.00073,control,male,-3.13667714,1
19.unmapped,Streptococcus thermophilus,1308,S,253,220,473,0.00011,control,male,-3.958607315,1
19.unmapped,Streptococcus pneumoniae,1313,S,223,11744,11967,0.00291,control,male,-2.536107011,1
19.unmapped,Streptococcus intermedius,1338,S,144,22,166,4.00E-05,control,male,-4.397940009,1
19.unmapped,Streptococcus anginosus,1328,S,30,67,97,2.00E-05,control,male,-4.698970004,1
19.unmapped,Streptococcus sobrinus,1310,S,144,10,154,4.00E-05,control,male,-4.397940009,1
19.unmapped,Streptococcus equi,1336,S,107,24,131,3.00E-05,control,male,-4.522878745,1
19.unmapped,Streptococcus dysgalactiae,1334,S,28,31,59,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus agalactiae,1311,S,92,98,190,5.00E-05,control,male,-4.301029996,1
19.unmapped,Streptococcus salivarius,1304,S,40,179,219,5.00E-05,control,male,-4.301029996,1
19.unmapped,Streptococcus pluranimalium,82348,S,32,4,36,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus parasanguinis,1318,S,30,2,32,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus cristatus,45634,S,25,21,46,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus gordonii,1302,S,18,9,27,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus suis,1307,S,17,35,52,1.00E-05,control,male,-5,1
19.unmapped,Streptococcus infantarius,102684,S,17,41,58,1.00E-05,control,male,-5,1
19.unmapped,Lactococcus lactis,1358,S,337,3401,3738,0.00091,control,male,-3.040958608,1
19.unmapped,Lactococcus piscium,1364,S,277,58,335,8.00E-05,control,male,-4.096910013,1
19.unmapped,Lactococcus raffinolactis,1366,S,65,33,98,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactococcus garvieae,1363,S,48,9,57,1.00E-05,control,male,-5,1
19.unmapped,Lactobacillus coryniformis,1610,S,848,350,1198,0.00029,control,male,-3.537602002,1
19.unmapped,Lactobacillus ginsenosidimutans,1007676,S,241,12,253,6.00E-05,control,male,-4.22184875,1
19.unmapped,Lactobacillus plantarum,1590,S,208,1765,1973,0.00048,control,male,-3.318758763,1
19.unmapped,Lactobacillus acetotolerans,1600,S,196,75,271,7.00E-05,control,male,-4.15490196,1
19.unmapped,Lactobacillus bombi,1303590,S,185,10,195,5.00E-05,control,male,-4.301029996,1
19.unmapped,Lactobacillus salivarius,1624,S,183,52,235,6.00E-05,control,male,-4.22184875,1
19.unmapped,Lactobacillus gasseri,1596,S,147,35,182,4.00E-05,control,male,-4.397940009,1
19.unmapped,Lactobacillus amylovorus,1604,S,129,63,192,5.00E-05,control,male,-4.301029996,1
19.unmapped,Lactobacillus crispatus,47770,S,123,35,158,4.00E-05,control,male,-4.397940009,1
19.unmapped,Lactobacillus paracollinoides,240427,S,115,112,227,6.00E-05,control,male,-4.22184875,1
19.unmapped,Lactobacillus backii,375175,S,102,160,262,6.00E-05,control,male,-4.22184875,1
19.unmapped,Lactobacillus reuteri,1598,S,100,17,117,3.00E-05,control,male,-4.522878745,1
19.unmapped,Lactobacillus murinus,1622,S,96,13,109,3.00E-05,control,male,-4.522878745,1
19.unmapped,Lactobacillus acidophilus,1579,S,95,1383,1478,0.00036,control,male,-3.443697499,1
19.unmapped,Lactobacillus kunkeei,148814,S,95,6,101,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactobacillus curvatus,28038,S,88,68,156,4.00E-05,control,male,-4.397940009,1
19.unmapped,Lactobacillus jensenii,109790,S,77,6,83,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactobacillus heilongjiangensis,1074467,S,68,7,75,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactobacillus delbrueckii,1584,S,65,110,175,4.00E-05,control,male,-4.397940009,1
19.unmapped,Lactobacillus fermentum,1613,S,62,50,112,3.00E-05,control,male,-4.522878745,1
19.unmapped,Lactobacillus ruminis,1623,S,54,5,59,1.00E-05,control,male,-5,1
19.unmapped,Lactobacillus acidipiscis,89059,S,53,32,85,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactobacillus sakei,1599,S,49,26,75,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactobacillus alimentarius,1602,S,47,17,64,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lactobacillus amylolyticus,83683,S,32,9,41,1.00E-05,control,male,-5,1
19.unmapped,Lactobacillus helveticus,1587,S,31,218,249,6.00E-05,control,male,-4.22184875,1
19.unmapped,Lactobacillus brevis,1580,S,26,22,48,1.00E-05,control,male,-5,1
19.unmapped,Lactobacillus fuchuensis,164393,S,26,1,27,1.00E-05,control,male,-5,1
19.unmapped,Lactobacillus oligofermentans,293371,S,20,6,26,1.00E-05,control,male,-5,1
19.unmapped,Lactobacillus sanfranciscensis,1625,S,19,8,27,1.00E-05,control,male,-5,1
19.unmapped,Pediococcus inopinatus,114090,S,55,314,369,9.00E-05,control,male,-4.045757491,1
19.unmapped,Pediococcus acidilactici,1254,S,46,66,112,3.00E-05,control,male,-4.522878745,1
19.unmapped,Pediococcus damnosus,51663,S,10,55,65,2.00E-05,control,male,-4.698970004,1
19.unmapped,Weissella soli,155866,S,176,182,358,9.00E-05,control,male,-4.045757491,1
19.unmapped,Weissella cibaria,137591,S,68,150,218,5.00E-05,control,male,-4.301029996,1
19.unmapped,Weissella paramesenteroides,1249,S,37,207,244,6.00E-05,control,male,-4.22184875,1
19.unmapped,Weissella jogaejeotgali,1631871,S,21,103,124,3.00E-05,control,male,-4.522878745,1
19.unmapped,Weissella koreensis,165096,S,15,28,43,1.00E-05,control,male,-5,1
19.unmapped,Leuconostoc citreum,33964,S,71,39,110,3.00E-05,control,male,-4.522878745,1
19.unmapped,Leuconostoc sp. C2,979982,S,36,451,487,0.00012,control,male,-3.920818754,1
19.unmapped,Leuconostoc mesenteroides,1245,S,18,153,171,4.00E-05,control,male,-4.397940009,1
19.unmapped,Oenococcus oeni,1247,S,36,112,148,4.00E-05,control,male,-4.397940009,1
19.unmapped,Oenococcus kitaharae,336988,S,12,36,48,1.00E-05,control,male,-5,1
19.unmapped,Carnobacterium maltaromaticum,2751,S,182,124,306,7.00E-05,control,male,-4.15490196,1
19.unmapped,Carnobacterium sp. 17-4,208596,S,128,137,265,6.00E-05,control,male,-4.22184875,1
19.unmapped,Carnobacterium inhibens,147709,S,15,22,37,1.00E-05,control,male,-5,1
19.unmapped,Jeotgalibaca sp. PTS2502,1903686,S,215,174,389,9.00E-05,control,male,-4.045757491,1
19.unmapped,Jeotgalibaca dankookensis,708126,S,92,33,125,3.00E-05,control,male,-4.522878745,1
19.unmapped,Marinilactibacillus sp. 15R,1911586,S,182,78,260,6.00E-05,control,male,-4.22184875,1
19.unmapped,Aerococcus christensenii,87541,S,52,25,77,2.00E-05,control,male,-4.698970004,1
19.unmapped,Aerococcus sanguinicola,119206,S,47,14,61,1.00E-05,control,male,-5,1
19.unmapped,Aerococcus urinae,1376,S,46,31,77,2.00E-05,control,male,-4.698970004,1
19.unmapped,Aerococcus urinaeequi,51665,S,27,473,500,0.00012,control,male,-3.920818754,1
19.unmapped,Aerococcaceae bacterium ZY16052,2036206,S,455,146,601,0.00015,control,male,-3.823908741,1
19.unmapped,Enterococcus cecorum,44008,S,177,83,260,6.00E-05,control,male,-4.22184875,1
19.unmapped,Enterococcus faecium,1352,S,109,224,333,8.00E-05,control,male,-4.096910013,1
19.unmapped,Enterococcus faecalis,1351,S,72,2496,2568,0.00062,control,male,-3.207608311,1
19.unmapped,Enterococcus durans,53345,S,26,61,87,2.00E-05,control,male,-4.698970004,1
19.unmapped,Vagococcus penaei,633807,S,59,31,90,2.00E-05,control,male,-4.698970004,1
19.unmapped,Clostridium botulinum,1491,S,7497,3242,10739,0.00261,control,male,-2.583359493,1
19.unmapped,Clostridium estertheticum,238834,S,1792,201,1993,0.00048,control,male,-3.318758763,1
19.unmapped,Clostridium argentinense,29341,S,367,35,402,1.00E-04,control,male,-4,1
19.unmapped,Clostridium pasteurianum,1501,S,336,23,359,9.00E-05,control,male,-4.045757491,1
19.unmapped,Clostridium drakei,332101,S,326,579,905,0.00022,control,male,-3.657577319,1
19.unmapped,Clostridium beijerinckii,1520,S,225,872,1097,0.00027,control,male,-3.568636236,1
19.unmapped,Clostridium sp. JN500901,2068654,S,216,14,230,6.00E-05,control,male,-4.22184875,1
19.unmapped,Clostridium perfringens,1502,S,199,38,237,6.00E-05,control,male,-4.22184875,1
19.unmapped,Clostridium saccharobutylicum,169679,S,197,6148,6345,0.00154,control,male,-2.812479279,1
19.unmapped,Clostridium sp. SY8519,1042156,S,169,19,188,5.00E-05,control,male,-4.301029996,1
19.unmapped,Clostridium tyrobutyricum,1519,S,166,11,177,4.00E-05,control,male,-4.397940009,1
19.unmapped,Clostridium sp. MF28,1702238,S,125,1634,1759,0.00043,control,male,-3.366531544,1
19.unmapped,Clostridium isatidis,182773,S,95,15,110,3.00E-05,control,male,-4.522878745,1
19.unmapped,Clostridium kluyveri,1534,S,93,4,97,2.00E-05,control,male,-4.698970004,1
19.unmapped,Clostridium acetobutylicum,1488,S,72,1,73,2.00E-05,control,male,-4.698970004,1
19.unmapped,Clostridium sporogenes,1509,S,67,765,832,2.00E-04,control,male,-3.698970004,1
19.unmapped,Clostridium cellulovorans,1493,S,53,4,57,1.00E-05,control,male,-5,1
19.unmapped,Clostridium baratii,1561,S,50,6,56,1.00E-05,control,male,-5,1
19.unmapped,Clostridium bornimense,1216932,S,49,19,68,2.00E-05,control,male,-4.698970004,1
19.unmapped,Clostridium chauvoei,46867,S,24,4,28,1.00E-05,control,male,-5,1
19.unmapped,Clostridium cochlearium,1494,S,20,5,25,1.00E-05,control,male,-5,1
19.unmapped,Clostridium sp. DL-VIII,641107,S,19,2,21,1.00E-05,control,male,-5,1
19.unmapped,Alkaliphilus oremlandii,461876,S,92,42,134,3.00E-05,control,male,-4.522878745,1
19.unmapped,Mordavella sp. Marseille-P3756,2086584,S,72,56,128,3.00E-05,control,male,-4.522878745,1
19.unmapped,Candidatus Arthromitus sp. SFB-rat-Yit,1041504,S,17,44,61,1.00E-05,control,male,-5,1
19.unmapped,Geosporobacter ferrireducens,1424294,S,45,3,48,1.00E-05,control,male,-5,1
19.unmapped,Clostridiaceae bacterium 14S0207,2082193,S,32,9,41,1.00E-05,control,male,-5,1
19.unmapped,[Eubacterium] rectale,39491,S,2394,1026,3420,0.00083,control,male,-3.080921908,1
19.unmapped,Lachnospiraceae bacterium GAM79,2109691,S,580,625,1205,0.00029,control,male,-3.537602002,1
19.unmapped,Lachnospiraceae bacterium Choco86,2109690,S,490,247,737,0.00018,control,male,-3.744727495,1
19.unmapped,Lachnospiraceae bacterium oral taxon 500,712991,S,81,16,97,2.00E-05,control,male,-4.698970004,1
19.unmapped,Lachnoclostridium phocaeense,1871021,S,771,577,1348,0.00033,control,male,-3.48148606,1
19.unmapped,Lachnoclostridium phytofermentans,66219,S,402,36,438,0.00011,control,male,-3.958607315,1
19.unmapped,Lachnoclostridium sp. YL32,1834196,S,150,656,806,2.00E-04,control,male,-3.698970004,1
19.unmapped,[Clostridium] sphenoides,29370,S,26,26,52,1.00E-05,control,male,-5,1
19.unmapped,[Clostridium] saccharolyticum,84030,S,16,20,36,1.00E-05,control,male,-5,1
19.unmapped,[Clostridium] bolteae,208479,S,15,75,90,2.00E-05,control,male,-4.698970004,1
19.unmapped,Blautia hansenii,1322,S,701,369,1070,0.00026,control,male,-3.585026652,1
19.unmapped,Blautia sp. N6H1-15,1912897,S,238,86,324,8.00E-05,control,male,-4.096910013,1
19.unmapped,Blautia sp. YL58,1796616,S,53,13845,13898,0.00338,control,male,-2.4710833,1
19.unmapped,Anaerostipes hadrus,649756,S,1181,628,1809,0.00044,control,male,-3.356547324,1
19.unmapped,Butyrivibrio fibrisolvens,831,S,493,74,567,0.00014,control,male,-3.853871964,1
19.unmapped,Butyrivibrio hungatei,185008,S,304,54,358,9.00E-05,control,male,-4.045757491,1
19.unmapped,Butyrivibrio proteoclasticus,43305,S,164,33,197,5.00E-05,control,male,-4.301029996,1
19.unmapped,Roseburia hominis,301301,S,565,622,1187,0.00029,control,male,-3.537602002,1
19.unmapped,Cellulosilyticum lentocellum,29360,S,533,28,561,0.00014,control,male,-3.853871964,1
19.unmapped,Anaerotignum propionicum,28446,S,419,16,435,0.00011,control,male,-3.958607315,1
19.unmapped,Herbinix luporum,1679721,S,100,72,172,4.00E-05,control,male,-4.397940009,1
19.unmapped,Lachnoanaerobaculum umeaense,617123,S,71,9,80,2.00E-05,control,male,-4.698970004,1
19.unmapped,Faecalibacterium prausnitzii,853,S,6209,4526,10735,0.00261,control,male,-2.583359493,1
19.unmapped,Ruminococcus champanellensis,1161942,S,547,711,1258,0.00031,control,male,-3.508638306,1
19.unmapped,Ruminococcus bicirculans,1160721,S,242,390,632,0.00015,control,male,-3.823908741,1
19.unmapped,Ruminococcus albus,1264,S,127,40,167,4.00E-05,control,male,-4.397940009,1
19.unmapped,[Clostridium] cellulosi,29343,S,455,166,621,0.00015,control,male,-3.823908741,1
19.unmapped,Ruminococcaceae bacterium CPB6,1572656,S,286,182,468,0.00011,control,male,-3.958607315,1
19.unmapped,Flavonifractor plautii,292800,S,597,142,739,0.00018,control,male,-3.744727495,1
19.unmapped,Ethanoligenens harbinense,253239,S,183,80,263,6.00E-05,control,male,-4.22184875,1
19.unmapped,Desulfosporosinus acidiphilus,885581,S,556,436,992,0.00024,control,male,-3.619788758,1
19.unmapped,Desulfosporosinus orientis,1563,S,162,193,355,9.00E-05,control,male,-4.045757491,1
19.unmapped,Desulfosporosinus meridiei,79209,S,90,181,271,7.00E-05,control,male,-4.15490196,1
19.unmapped,Desulfosporosinus youngiae,339862,S,29,50,79,2.00E-05,control,male,-4.698970004,1
19.unmapped,Candidatus Desulforudis audaxviator,471827,S,396,20,416,1.00E-04,control,male,-4,1
19.unmapped,Dehalobacterium formicoaceticum,51515,S,375,397,772,0.00019,control,male,-3.721246399,1
19.unmapped,Desulfitobacterium metallireducens,142877,S,260,213,473,0.00011,control,male,-3.958607315,1
19.unmapped,Desulfitobacterium dehalogenans,36854,S,17,33,50,1.00E-05,control,male,-5,1
19.unmapped,Desulfotomaculum ferrireducens,1833852,S,101,93,194,5.00E-05,control,male,-4.301029996,1
19.unmapped,Desulfotomaculum reducens,59610,S,24,4,28,1.00E-05,control,male,-5,1
19.unmapped,Dehalobacter restrictus,55583,S,24,111,135,3.00E-05,control,male,-4.522878745,1
19.unmapped,Desulfofarcimen acetoxidans,58138,S,97,23,120,3.00E-05,control,male,-4.522878745,1
19.unmapped,Desulfallas gibsoniae,102134,S,78,20,98,2.00E-05,control,male,-4.698970004,1
19.unmapped,Syntrophobotulus glycolicus,51197,S,39,6,45,1.00E-05,control,male,-5,1
19.unmapped,Thermincola potens,863643,S,17,15,32,1.00E-05,control,male,-5,1
19.unmapped,[Eubacterium] hallii,39488,S,1711,854,2565,0.00062,control,male,-3.207608311,1
19.unmapped,[Eubacterium] eligens,39485,S,789,234,1023,0.00025,control,male,-3.602059991,1
19.unmapped,[Eubacterium] cellulosolvens,29322,S,370,27,397,1.00E-04,control,male,-4,1
19.unmapped,Eubacterium limosum,1736,S,168,76,244,6.00E-05,control,male,-4.22184875,1
19.unmapped,Acetobacterium woodii,33952,S,204,268,472,0.00011,control,male,-3.958607315,1
19.unmapped,Acetobacterium sp. KB-1,2184575,S,93,130,223,5.00E-05,control,male,-4.301029996,1
19.unmapped,[Eubacterium] minutum,76124,S,1091,93,1184,0.00029,control,male,-3.537602002,1
19.unmapped,Mogibacterium diversum,114527,S,102,248,350,9.00E-05,control,male,-4.045757491,1
19.unmapped,[Eubacterium] sulci,143393,S,154,28,182,4.00E-05,control,male,-4.397940009,1
19.unmapped,Thermaerobacter marianensis,73919,S,53,2,55,1.00E-05,control,male,-5,1
19.unmapped,Carboxydocella thermautotrophica,178899,S,50,3,53,1.00E-05,control,male,-5,1
19.unmapped,Clostridioides difficile,1496,S,655,11287,11942,0.0029,control,male,-2.537602002,1
19.unmapped,Paeniclostridium sordellii,1505,S,236,32,268,7.00E-05,control,male,-4.15490196,1
19.unmapped,Filifactor alocis,143361,S,127,34,161,4.00E-05,control,male,-4.397940009,1
19.unmapped,Peptoclostridium acidaminophilum,1731,S,111,11,122,3.00E-05,control,male,-4.522878745,1
19.unmapped,Peptostreptococcaceae bacterium oral taxon 929,2081703,S,84,18,102,2.00E-05,control,male,-4.698970004,1
19.unmapped,Acetoanaerobium sticklandii,1511,S,63,2,65,2.00E-05,control,male,-4.698970004,1
19.unmapped,Pseudoclostridium thermosuccinogenes,84032,S,265,117,382,9.00E-05,control,male,-4.045757491,1
19.unmapped,Fastidiosipila sanguinis,236753,S,229,45,274,7.00E-05,control,male,-4.15490196,1
19.unmapped,Hungateiclostridium saccincola,1677857,S,70,62,132,3.00E-05,control,male,-4.522878745,1
19.unmapped,Hungateiclostridium thermocellum,1515,S,69,8,77,2.00E-05,control,male,-4.698970004,1
19.unmapped,Hungateiclostridium clariflavum,288965,S,28,23,51,1.00E-05,control,male,-5,1
19.unmapped,Mageeibacillus indolicus,884684,S,133,48,181,4.00E-05,control,male,-4.397940009,1
19.unmapped,Oscillibacter valericigenes,351091,S,213,198,411,1.00E-04,control,male,-4,1
19.unmapped,Oscillibacter sp. PEA192,2109687,S,199,575,774,0.00019,control,male,-3.721246399,1
19.unmapped,Clostridiales bacterium CCNA10,2109688,S,260,353,613,0.00015,control,male,-3.823908741,1
19.unmapped,Monoglobus pectinilyticus,1981510,S,121,37,158,4.00E-05,control,male,-4.397940009,1
19.unmapped,Intestinimonas butyriciproducens,1297617,S,119,86,205,5.00E-05,control,male,-4.301029996,1
19.unmapped,Syntrophomonas wolfei,863,S,199,32,231,6.00E-05,control,male,-4.22184875,1
19.unmapped,Syntrophothermus lipocalidus,86170,S,57,12,69,2.00E-05,control,male,-4.698970004,1
19.unmapped,Symbiobacterium thermophilum,2734,S,113,13,126,3.00E-05,control,male,-4.522878745,1
19.unmapped,Heliobacterium modesticaldum,35701,S,44,34,78,2.00E-05,control,male,-4.698970004,1
19.unmapped,Christensenella massiliensis,1805714,S,35,13,48,1.00E-05,control,male,-5,1
19.unmapped,Caldanaerobacter subterraneus,911092,S,385,368,753,0.00018,control,male,-3.744727495,1
19.unmapped,Ammonifex degensii,42838,S,315,6,321,8.00E-05,control,male,-4.096910013,1
19.unmapped,Moorella thermoacetica,1525,S,47,1,48,1.00E-05,control,male,-5,1
19.unmapped,Carboxydothermus hydrogenoformans,129958,S,292,22,314,8.00E-05,control,male,-4.096910013,1
19.unmapped,Tepidanaerobacter acetatoxydans,499229,S,201,4,205,5.00E-05,control,male,-4.301029996,1
19.unmapped,Caldicellulosiruptor hydrothermalis,413888,S,50,401,451,0.00011,control,male,-3.958607315,1
19.unmapped,Caldicellulosiruptor kronotskyensis,413889,S,13,178,191,5.00E-05,control,male,-4.301029996,1
19.unmapped,Thermosediminibacter oceani,291990,S,618,52,670,0.00016,control,male,-3.795880017,1
19.unmapped,Thermoanaerobacterium sp. RBIITD,1550240,S,57,39,96,2.00E-05,control,male,-4.698970004,1
19.unmapped,Thermoanaerobacterium thermosaccharolyticum,1517,S,20,24,44,1.00E-05,control,male,-5,1
19.unmapped,Mahella australiensis,252966,S,322,133,455,0.00011,control,male,-3.958607315,1
19.unmapped,Natranaerobius thermophilus,375929,S,520,15,535,0.00013,control,male,-3.886056648,1
19.unmapped,Halobacteroides halobius,42422,S,130,37,167,4.00E-05,control,male,-4.397940009,1
19.unmapped,Acetohalobium arabaticum,28187,S,44,16,60,1.00E-05,control,male,-5,1
19.unmapped,Halothermothrix orenii,31909,S,90,2,92,2.00E-05,control,male,-4.698970004,1
19.unmapped,Halanaerobium praevalens,2331,S,18,57,75,2.00E-05,control,male,-4.698970004,1
19.unmapped,Selenomonas ruminantium,971,S,546,264,810,2.00E-04,control,male,-3.698970004,1
19.unmapped,Selenomonas sp. oral taxon 126,712528,S,325,92,417,1.00E-04,control,male,-4,1
19.unmapped,Selenomonas sputigena,69823,S,217,49,266,6.00E-05,control,male,-4.22184875,1
19.unmapped,Selenomonas sp. oral taxon 136,713030,S,54,191,245,6.00E-05,control,male,-4.22184875,1
19.unmapped,Selenomonas sp. oral taxon 478,712538,S,28,111,139,3.00E-05,control,male,-4.522878745,1
19.unmapped,Megamonas hypermegale,158847,S,1199,464,1663,4.00E-04,control,male,-3.397940009,1
19.unmapped,Pelosinus fermentans,365349,S,900,1326,2226,0.00054,control,male,-3.26760624,1
19.unmapped,Pelosinus sp. UFO1,484770,S,233,539,772,0.00019,control,male,-3.721246399,1
19.unmapped,Veillonella parvula,29466,S,385,399,784,0.00019,control,male,-3.721246399,1
19.unmapped,Veillonella rodentium,248315,S,35,56,91,2.00E-05,control,male,-4.698970004,1
19.unmapped,Dialister sp. Marseille-P5638,2161821,S,410,92,502,0.00012,control,male,-3.920818754,1
