Phylum,case,fraction_total_reads,group,sex
Proteobacteria,28.unmapped,0.000121603,malt,fem
Proteobacteria,24.unmapped,0.000108758,control,fem
Proteobacteria,26.unmapped,7.02E-05,control,fem
Proteobacteria,22.unmapped,7.62E-05,malt,male
Proteobacteria,21.unmapped,0.000210665,malt,male
Proteobacteria,21.unmapped,4.45E-05,malt,male
Proteobacteria,26.unmapped,4.28E-05,control,fem
Proteobacteria,17.unmapped,4.11E-05,control,male
Proteobacteria,23.unmapped,7.28E-05,malt,male
Proteobacteria,29.unmapped,5.31E-05,malt,fem
Proteobacteria,28.unmapped,0.000496689,malt,fem
Proteobacteria,24.unmapped,0.000127598,control,fem
Proteobacteria,17.unmapped,0.000240637,control,male
Proteobacteria,20.unmapped,0.000486413,control,male
Proteobacteria,18.unmapped,0.000912024,control,male
Proteobacteria,22.unmapped,0.000518955,malt,male
Proteobacteria,19.unmapped,0.000316854,control,male
Proteobacteria,29.unmapped,0.000651691,malt,fem
Proteobacteria,18.unmapped,9.59E-05,control,male
Proteobacteria,17.unmapped,5.05E-05,control,male
Proteobacteria,28.unmapped,4.97E-05,malt,fem
Proteobacteria,19.unmapped,0.000369092,control,male
Proteobacteria,24.unmapped,0.000186687,control,fem
Proteobacteria,20.unmapped,0.000639702,control,male
Proteobacteria,27.unmapped,0.001275121,malt,fem
Proteobacteria,23.unmapped,0.000822963,malt,male
Proteobacteria,29.unmapped,0.000171272,malt,fem
Proteobacteria,21.unmapped,0.000298014,malt,male
Proteobacteria,18.unmapped,0.000249201,control,male
Proteobacteria,28.unmapped,0.000565198,malt,fem
Proteobacteria,25.unmapped,0.000171272,control,fem
Proteobacteria,17.unmapped,0.000253483,control,male
Proteobacteria,22.unmapped,0.000442739,malt,male
Proteobacteria,29.unmapped,0.000100194,malt,fem
Proteobacteria,24.unmapped,7.88E-05,control,fem
Proteobacteria,21.unmapped,8.91E-05,malt,male
Proteobacteria,26.unmapped,9.42E-05,control,fem
Proteobacteria,27.unmapped,4.28E-05,malt,fem
Proteobacteria,19.unmapped,5.65E-05,control,male
Proteobacteria,22.unmapped,9.16E-05,malt,male
Proteobacteria,20.unmapped,4.45E-05,control,male
Proteobacteria,17.unmapped,9.08E-05,control,male
Proteobacteria,25.unmapped,0.00013188,control,fem
Proteobacteria,18.unmapped,0.000116465,control,male
Proteobacteria,28.unmapped,6.68E-05,malt,fem
Proteobacteria,26.unmapped,7.54E-05,control,fem
Proteobacteria,27.unmapped,6.25E-05,malt,fem
Proteobacteria,24.unmapped,4.71E-05,control,fem
Proteobacteria,29.unmapped,0.000182405,malt,fem
Proteobacteria,26.unmapped,4.11E-05,control,fem
Proteobacteria,20.unmapped,6.25E-05,control,male
Proteobacteria,22.unmapped,8.31E-05,malt,male
Proteobacteria,18.unmapped,6.17E-05,control,male
Proteobacteria,25.unmapped,4.37E-05,control,fem
Proteobacteria,17.unmapped,0.010469012,control,male
Proteobacteria,18.unmapped,0.015355407,control,male
Proteobacteria,29.unmapped,0.011418716,malt,fem
Proteobacteria,21.unmapped,0.010308016,malt,male
Proteobacteria,22.unmapped,0.010593184,malt,male
Proteobacteria,19.unmapped,0.017337026,control,male
Proteobacteria,26.unmapped,0.013812245,control,fem
Proteobacteria,25.unmapped,0.018618998,control,fem
Proteobacteria,28.unmapped,0.014150507,malt,fem
Proteobacteria,27.unmapped,0.009402842,malt,fem
Proteobacteria,24.unmapped,0.012079827,control,fem
Proteobacteria,23.unmapped,0.006778953,malt,male
Proteobacteria,20.unmapped,0.013854206,control,male
Proteobacteria,23.unmapped,4.80E-05,malt,male
Proteobacteria,26.unmapped,0.001389017,control,fem
Proteobacteria,22.unmapped,0.00098824,malt,male
Proteobacteria,28.unmapped,0.000791277,malt,fem
Proteobacteria,18.unmapped,0.001220314,control,male
Proteobacteria,29.unmapped,0.001866867,malt,fem
Proteobacteria,21.unmapped,0.001107275,malt,male
Proteobacteria,20.unmapped,0.002503999,control,male
Proteobacteria,17.unmapped,0.001506339,control,male
Proteobacteria,25.unmapped,0.001436974,control,fem
Proteobacteria,19.unmapped,0.000329699,control,male
Proteobacteria,24.unmapped,0.000441882,control,fem
Proteobacteria,27.unmapped,0.000167847,malt,fem
Proteobacteria,24.unmapped,9.51E-05,control,fem
Proteobacteria,29.unmapped,8.56E-05,malt,fem
Proteobacteria,23.unmapped,0.000105332,malt,male
Proteobacteria,22.unmapped,7.62E-05,malt,male
Proteobacteria,25.unmapped,0.000101907,control,fem
Proteobacteria,19.unmapped,5.14E-05,control,male
Proteobacteria,21.unmapped,8.31E-05,malt,male
Proteobacteria,28.unmapped,7.36E-05,malt,fem
Proteobacteria,27.unmapped,4.80E-05,malt,fem
Proteobacteria,18.unmapped,8.99E-05,control,male
Proteobacteria,20.unmapped,6.85E-05,control,male
Proteobacteria,26.unmapped,4.71E-05,control,fem
Proteobacteria,17.unmapped,7.02E-05,control,male
Proteobacteria,28.unmapped,6.94E-05,malt,fem
Proteobacteria,28.unmapped,5.31E-05,malt,fem
Proteobacteria,19.unmapped,0.000101051,control,male
Proteobacteria,28.unmapped,0.000507822,malt,fem
Proteobacteria,22.unmapped,4.11E-05,malt,male
Proteobacteria,24.unmapped,7.28E-05,control,fem
Proteobacteria,28.unmapped,7.54E-05,malt,fem
Proteobacteria,17.unmapped,8.56E-05,control,male
Proteobacteria,25.unmapped,5.05E-05,control,fem
Proteobacteria,22.unmapped,7.71E-05,malt,male
Proteobacteria,19.unmapped,5.05E-05,control,male
Proteobacteria,18.unmapped,7.28E-05,control,male
Proteobacteria,29.unmapped,8.31E-05,malt,fem
Cyanobacteria,26.unmapped,4.71E-05,control,fem
Proteobacteria,26.unmapped,4.97E-05,control,fem
Proteobacteria,24.unmapped,4.11E-05,control,fem
Proteobacteria,28.unmapped,4.11E-05,malt,fem
Proteobacteria,21.unmapped,8.22E-05,malt,male
Proteobacteria,18.unmapped,4.62E-05,control,male
Proteobacteria,26.unmapped,5.74E-05,control,fem
Proteobacteria,24.unmapped,4.28E-05,control,fem
Tenericutes,21.unmapped,6.25E-05,malt,male
Tenericutes,28.unmapped,6.94E-05,malt,fem
Tenericutes,24.unmapped,4.71E-05,control,fem
Tenericutes,29.unmapped,4.28E-05,malt,fem
Actinobacteria,21.unmapped,4.88E-05,malt,male
Chlamydiae,26.unmapped,5.57E-05,control,fem
Chlamydiae,19.unmapped,5.57E-05,control,male
Actinobacteria,21.unmapped,0.000120747,malt,male
Actinobacteria,20.unmapped,0.000168703,control,male
Actinobacteria,25.unmapped,0.000153289,control,fem
Actinobacteria,26.unmapped,0.00016699,control,fem
Actinobacteria,24.unmapped,0.000135305,control,fem
Candidatus Saccharibacteria,17.unmapped,4.62E-05,control,male
Candidatus Saccharibacteria,28.unmapped,4.28E-05,malt,fem
Candidatus Saccharibacteria,29.unmapped,5.05E-05,malt,fem
Acidobacteria,29.unmapped,0.000341688,malt,fem
Acidobacteria,21.unmapped,6.77E-05,malt,male
Acidobacteria,20.unmapped,7.54E-05,control,male
Acidobacteria,26.unmapped,7.79E-05,control,fem
Acidobacteria,23.unmapped,7.62E-05,malt,male
Acidobacteria,22.unmapped,0.000359672,malt,male
Acidobacteria,18.unmapped,0.000310859,control,male
Acidobacteria,24.unmapped,7.96E-05,control,fem
Acidobacteria,28.unmapped,0.00034597,malt,fem
Acidobacteria,17.unmapped,0.000376799,control,male
Acidobacteria,25.unmapped,9.68E-05,control,fem
Acidobacteria,27.unmapped,0.000142156,malt,fem
Acidobacteria,19.unmapped,0.000286025,control,male
Bacteroidota,25.unmapped,6.51E-05,control,fem
Bacteroidota,29.unmapped,6.85E-05,malt,fem
Bacteroidota,17.unmapped,5.65E-05,control,male
Bacteroidota,22.unmapped,6.68E-05,malt,male
Bacteroidota,27.unmapped,4.37E-05,malt,fem
Bacteroidota,24.unmapped,4.37E-05,control,fem
Bacteroidota,19.unmapped,7.88E-05,control,male
Bacteroidota,20.unmapped,5.05E-05,control,male
Bacteroidota,28.unmapped,7.36E-05,malt,fem
Bacteroidota,26.unmapped,4.62E-05,control,fem
Bacteroidota,21.unmapped,4.54E-05,malt,male
Bacteroidota,18.unmapped,8.05E-05,control,male
Verrucomicrobia,20.unmapped,8.14E-05,control,male
Verrucomicrobia,24.unmapped,7.19E-05,control,fem
Verrucomicrobia,21.unmapped,5.14E-05,malt,male
Verrucomicrobia,27.unmapped,4.28E-05,malt,fem
Verrucomicrobia,22.unmapped,0.000119034,malt,male
Verrucomicrobia,25.unmapped,7.71E-05,control,fem
Verrucomicrobia,18.unmapped,9.16E-05,control,male
Verrucomicrobia,28.unmapped,0.000109614,malt,fem
Verrucomicrobia,29.unmapped,0.000125029,malt,fem
Verrucomicrobia,19.unmapped,0.00010362,control,male
Verrucomicrobia,26.unmapped,6.25E-05,control,fem
Verrucomicrobia,17.unmapped,9.08E-05,control,male
Bacteroidota,27.unmapped,6.85E-05,malt,fem
Bacteroidota,26.unmapped,6.77E-05,control,fem
Proteobacteria,19.unmapped,5.22E-05,control,male
Proteobacteria,29.unmapped,4.11E-05,malt,fem
Proteobacteria,23.unmapped,8.14E-05,malt,male
Proteobacteria,22.unmapped,4.71E-05,malt,male
Proteobacteria,28.unmapped,4.11E-05,malt,fem
Proteobacteria,18.unmapped,0.000126741,control,male
Proteobacteria,29.unmapped,4.97E-05,malt,fem
Proteobacteria,23.unmapped,7.36E-05,malt,male
Proteobacteria,22.unmapped,5.40E-05,malt,male
Proteobacteria,23.unmapped,7.28E-05,malt,male
Proteobacteria,26.unmapped,7.88E-05,control,fem
Proteobacteria,19.unmapped,5.65E-05,control,male
Proteobacteria,27.unmapped,8.48E-05,malt,fem
Proteobacteria,24.unmapped,4.80E-05,control,fem
Actinobacteria,27.unmapped,5.14E-05,malt,fem
Proteobacteria,27.unmapped,6.08E-05,malt,fem
Proteobacteria,24.unmapped,8.91E-05,control,fem
Proteobacteria,25.unmapped,7.36E-05,control,fem
Proteobacteria,21.unmapped,8.31E-05,malt,male
Proteobacteria,17.unmapped,8.56E-05,control,male
Proteobacteria,20.unmapped,7.36E-05,control,male
Proteobacteria,28.unmapped,6.59E-05,malt,fem
Proteobacteria,19.unmapped,7.71E-05,control,male
Proteobacteria,29.unmapped,7.45E-05,malt,fem
Proteobacteria,18.unmapped,5.74E-05,control,male
Proteobacteria,22.unmapped,6.94E-05,malt,male
Proteobacteria,26.unmapped,9.85E-05,control,fem
Cyanobacteria,23.unmapped,0.000182405,malt,male
Cyanobacteria,22.unmapped,0.000284312,malt,male
Cyanobacteria,24.unmapped,0.000829814,control,fem
Cyanobacteria,18.unmapped,0.000360528,control,male
Cyanobacteria,21.unmapped,0.000500115,malt,male
Cyanobacteria,29.unmapped,0.000307434,malt,fem
Cyanobacteria,28.unmapped,0.000441882,malt,fem
Cyanobacteria,17.unmapped,0.000304864,control,male
Cyanobacteria,27.unmapped,0.000162709,malt,fem
Cyanobacteria,19.unmapped,0.000277461,control,male
Cyanobacteria,26.unmapped,0.000483844,control,fem
Cyanobacteria,20.unmapped,0.0004376,control,male
Cyanobacteria,25.unmapped,0.000605447,control,fem
Bacteroidota,28.unmapped,8.48E-05,malt,fem
Bacteroidota,22.unmapped,9.25E-05,malt,male
Bacteroidota,18.unmapped,7.88E-05,control,male
Bacteroidota,29.unmapped,8.48E-05,malt,fem
Bacteroidota,20.unmapped,5.74E-05,control,male
Bacteroidota,19.unmapped,7.19E-05,control,male
Bacteroidota,17.unmapped,8.14E-05,control,male
Bacteroidota,29.unmapped,0.00011304,malt,fem
Bacteroidota,28.unmapped,0.000131023,malt,fem
Bacteroidota,19.unmapped,9.68E-05,control,male
Bacteroidota,26.unmapped,5.48E-05,control,fem
Bacteroidota,24.unmapped,6.17E-05,control,fem
Bacteroidota,17.unmapped,0.000108758,control,male
Bacteroidota,22.unmapped,0.00015757,malt,male
Bacteroidota,18.unmapped,9.59E-05,control,male
Bacteroidota,27.unmapped,5.91E-05,malt,fem
Cyanobacteria,29.unmapped,8.82E-05,malt,fem
Cyanobacteria,19.unmapped,0.000115609,control,male
Cyanobacteria,26.unmapped,0.000853792,control,fem
Cyanobacteria,17.unmapped,8.14E-05,control,male
Cyanobacteria,25.unmapped,0.00039307,control,fem
Cyanobacteria,28.unmapped,0.000123316,malt,fem
Cyanobacteria,27.unmapped,6.17E-05,malt,fem
Cyanobacteria,18.unmapped,7.71E-05,control,male
Cyanobacteria,22.unmapped,4.45E-05,malt,male
Cyanobacteria,24.unmapped,0.00017641,control,fem
Cyanobacteria,20.unmapped,0.000256052,control,male
Cyanobacteria,21.unmapped,0.000321135,malt,male
Proteobacteria,23.unmapped,0.000132736,malt,male
Proteobacteria,29.unmapped,0.000294588,malt,fem
Proteobacteria,17.unmapped,0.000338263,control,male
Proteobacteria,27.unmapped,0.000218372,malt,fem
Proteobacteria,20.unmapped,0.000119891,control,male
Proteobacteria,22.unmapped,0.00038365,malt,male
Proteobacteria,18.unmapped,0.000307434,control,male
Proteobacteria,28.unmapped,0.000367379,malt,fem
Proteobacteria,26.unmapped,9.33E-05,control,fem
Proteobacteria,25.unmapped,0.000112183,control,fem
Proteobacteria,21.unmapped,0.000110471,malt,male
Proteobacteria,24.unmapped,0.000112183,control,fem
Proteobacteria,19.unmapped,0.000290306,control,male
Cyanobacteria,20.unmapped,5.74E-05,control,male
Cyanobacteria,24.unmapped,0.000120747,control,fem
Cyanobacteria,26.unmapped,6.94E-05,control,fem
Cyanobacteria,21.unmapped,8.14E-05,malt,male
Bacteroidota,29.unmapped,4.20E-05,malt,fem
Bacteroidota,20.unmapped,5.57E-05,control,male
Bacteroidota,25.unmapped,0.000100194,control,fem
Bacteroidota,19.unmapped,6.59E-05,control,male
Bacteroidota,22.unmapped,7.88E-05,malt,male
Bacteroidota,26.unmapped,0.000143869,control,fem
Bacteroidota,23.unmapped,9.76E-05,malt,male
Bacteroidota,21.unmapped,4.45E-05,malt,male
Bacteroidota,28.unmapped,5.57E-05,malt,fem
Bacteroidota,22.unmapped,0.00013873,malt,male
Bacteroidota,19.unmapped,7.54E-05,control,male
Bacteroidota,29.unmapped,9.93E-05,malt,fem
Bacteroidota,27.unmapped,5.14E-05,malt,fem
Bacteroidota,28.unmapped,9.59E-05,malt,fem
Bacteroidota,18.unmapped,8.99E-05,control,male
Bacteroidota,17.unmapped,8.48E-05,control,male
Firmicutes,29.unmapped,0.000615723,malt,fem
Firmicutes,26.unmapped,0.000781001,control,fem
Firmicutes,22.unmapped,0.000624287,malt,male
Firmicutes,25.unmapped,0.000271466,control,fem
Firmicutes,18.unmapped,0.000435888,control,male
Firmicutes,21.unmapped,0.000335693,malt,male
Firmicutes,20.unmapped,0.000375942,control,male
Firmicutes,27.unmapped,0.000543789,malt,fem
Firmicutes,19.unmapped,0.000248345,control,male
Firmicutes,17.unmapped,0.000454728,control,male
Firmicutes,28.unmapped,0.000527518,malt,fem
Firmicutes,24.unmapped,0.000359672,control,fem
Firmicutes,18.unmapped,0.000132736,control,male
Firmicutes,19.unmapped,0.00022351,control,male
Firmicutes,21.unmapped,0.000286881,malt,male
Firmicutes,28.unmapped,0.00015757,malt,fem
Firmicutes,25.unmapped,0.000147294,control,fem
Firmicutes,17.unmapped,0.000109614,control,male
Firmicutes,20.unmapped,0.000191825,control,male
Firmicutes,22.unmapped,0.000145581,malt,male
Firmicutes,24.unmapped,0.000304864,control,fem
Firmicutes,23.unmapped,0.000107045,malt,male
Firmicutes,27.unmapped,0.000539507,malt,fem
Firmicutes,29.unmapped,0.000135305,malt,fem
Firmicutes,26.unmapped,0.00069194,control,fem
Firmicutes,19.unmapped,4.11E-05,control,male
Firmicutes,17.unmapped,4.20E-05,control,male
Firmicutes,27.unmapped,6.08E-05,malt,fem
Firmicutes,28.unmapped,6.08E-05,malt,fem
Firmicutes,17.unmapped,0.000264616,control,male
Firmicutes,29.unmapped,0.000100194,malt,fem
Firmicutes,20.unmapped,0.000154145,control,male
Firmicutes,25.unmapped,0.000190968,control,fem
Firmicutes,18.unmapped,0.000137018,control,male
Firmicutes,22.unmapped,0.000199532,malt,male
Firmicutes,19.unmapped,0.00013188,control,male
Firmicutes,24.unmapped,7.96E-05,control,fem
Firmicutes,29.unmapped,4.11E-05,malt,fem
Firmicutes,21.unmapped,4.71E-05,malt,male
Firmicutes,28.unmapped,6.08E-05,malt,fem
Actinobacteria,28.unmapped,5.91E-05,malt,fem
Actinobacteria,29.unmapped,0.000107045,malt,fem
Actinobacteria,18.unmapped,6.85E-05,control,male
Actinobacteria,17.unmapped,9.33E-05,control,male
Proteobacteria,26.unmapped,0.000225223,control,fem
Proteobacteria,25.unmapped,0.000212377,control,fem
Proteobacteria,21.unmapped,0.000301439,malt,male
Proteobacteria,20.unmapped,0.003682352,control,male
Proteobacteria,24.unmapped,0.000203814,control,fem
Proteobacteria,26.unmapped,5.91E-05,control,fem
Proteobacteria,17.unmapped,4.45E-05,control,male
Proteobacteria,24.unmapped,4.62E-05,control,fem
Proteobacteria,27.unmapped,7.71E-05,malt,fem
Proteobacteria,19.unmapped,5.65E-05,control,male
Proteobacteria,21.unmapped,6.51E-05,malt,male
Proteobacteria,20.unmapped,0.000369948,control,male
Proteobacteria,25.unmapped,4.45E-05,control,fem
Proteobacteria,28.unmapped,6.59E-05,malt,fem
Proteobacteria,20.unmapped,0.000153289,control,male
Proteobacteria,26.unmapped,5.31E-05,control,fem
Actinobacteria,27.unmapped,7.02E-05,malt,fem
Proteobacteria,19.unmapped,4.45E-05,control,male
Proteobacteria,26.unmapped,8.05E-05,control,fem
Proteobacteria,24.unmapped,4.37E-05,control,fem
Proteobacteria,25.unmapped,6.25E-05,control,fem
Proteobacteria,21.unmapped,4.37E-05,malt,male
Proteobacteria,20.unmapped,5.05E-05,control,male
Proteobacteria,19.unmapped,7.45E-05,control,male
Proteobacteria,24.unmapped,0.000116465,control,fem
Proteobacteria,21.unmapped,8.14E-05,malt,male
Proteobacteria,28.unmapped,4.11E-05,malt,fem
Proteobacteria,26.unmapped,7.54E-05,control,fem
Proteobacteria,21.unmapped,4.28E-05,malt,male
Proteobacteria,18.unmapped,7.45E-05,control,male
Proteobacteria,26.unmapped,7.45E-05,control,fem
Proteobacteria,25.unmapped,5.91E-05,control,fem
Proteobacteria,20.unmapped,6.51E-05,control,male
Proteobacteria,21.unmapped,7.62E-05,malt,male
Proteobacteria,29.unmapped,4.54E-05,malt,fem
Proteobacteria,24.unmapped,8.31E-05,control,fem
Proteobacteria,19.unmapped,4.97E-05,control,male
Proteobacteria,18.unmapped,5.40E-05,control,male
Proteobacteria,22.unmapped,4.88E-05,malt,male
Proteobacteria,17.unmapped,4.62E-05,control,male
Actinobacteria,22.unmapped,0.000117321,malt,male
Actinobacteria,19.unmapped,9.16E-05,control,male
Actinobacteria,18.unmapped,9.85E-05,control,male
Actinobacteria,29.unmapped,0.000108758,malt,fem
Actinobacteria,27.unmapped,9.42E-05,malt,fem
Actinobacteria,28.unmapped,0.000146438,malt,fem
Actinobacteria,20.unmapped,5.91E-05,control,male
Actinobacteria,17.unmapped,0.000121603,control,male
Proteobacteria,24.unmapped,7.88E-05,control,fem
Actinobacteria,26.unmapped,0.003479394,control,fem
Actinobacteria,18.unmapped,0.000650834,control,male
Actinobacteria,28.unmapped,0.000632851,malt,fem
Actinobacteria,25.unmapped,0.000535226,control,fem
Actinobacteria,21.unmapped,0.000564342,malt,male
Actinobacteria,17.unmapped,0.000799841,control,male
Actinobacteria,27.unmapped,0.000791277,malt,fem
Actinobacteria,20.unmapped,0.001378741,control,male
Actinobacteria,29.unmapped,0.000173841,malt,fem
Actinobacteria,22.unmapped,0.000233787,malt,male
Actinobacteria,19.unmapped,0.000408484,control,male
Actinobacteria,24.unmapped,0.002319882,control,fem
Actinobacteria,19.unmapped,4.45E-05,control,male
Actinobacteria,28.unmapped,5.31E-05,malt,fem
Actinobacteria,27.unmapped,6.17E-05,malt,fem
Actinobacteria,29.unmapped,7.19E-05,malt,fem
Actinobacteria,17.unmapped,9.68E-05,control,male
Actinobacteria,24.unmapped,8.91E-05,control,fem
Actinobacteria,21.unmapped,0.000162709,malt,male
Actinobacteria,20.unmapped,0.000167847,control,male
Actinobacteria,18.unmapped,9.59E-05,control,male
Actinobacteria,27.unmapped,4.97E-05,malt,fem
Actinobacteria,27.unmapped,4.97E-05,malt,fem
Actinobacteria,27.unmapped,8.31E-05,malt,fem
Actinobacteria,27.unmapped,6.77E-05,malt,fem
Actinobacteria,27.unmapped,5.74E-05,malt,fem
Actinobacteria,27.unmapped,6.59E-05,malt,fem
Cyanobacteria,20.unmapped,4.71E-05,control,male
Cyanobacteria,26.unmapped,5.91E-05,control,fem
Cyanobacteria,24.unmapped,7.28E-05,control,fem
Cyanobacteria,28.unmapped,0.000111327,malt,fem
Cyanobacteria,29.unmapped,4.11E-05,malt,fem
Cyanobacteria,21.unmapped,0.000146438,malt,male
Proteobacteria,21.unmapped,4.62E-05,malt,male
Proteobacteria,29.unmapped,8.99E-05,malt,fem
Proteobacteria,28.unmapped,6.85E-05,malt,fem
Proteobacteria,27.unmapped,0.000125885,malt,fem
Proteobacteria,24.unmapped,8.39E-05,control,fem
Proteobacteria,22.unmapped,0.000147294,malt,male
Proteobacteria,23.unmapped,0.000827245,malt,male
Proteobacteria,21.unmapped,5.57E-05,malt,male
Proteobacteria,19.unmapped,0.000154145,control,male
Proteobacteria,26.unmapped,0.000145581,control,fem
Proteobacteria,17.unmapped,5.65E-05,control,male
Proteobacteria,18.unmapped,4.20E-05,control,male
Proteobacteria,25.unmapped,0.000267185,control,fem
Proteobacteria,29.unmapped,0.000110471,malt,fem
Proteobacteria,28.unmapped,7.45E-05,malt,fem
Proteobacteria,20.unmapped,0.000178979,control,male
Proteobacteria,23.unmapped,4.28E-05,malt,male
Actinobacteria,27.unmapped,6.25E-05,malt,fem
Actinobacteria,27.unmapped,4.71E-05,malt,fem
Proteobacteria,27.unmapped,5.22E-05,malt,fem
Proteobacteria,26.unmapped,0.000163565,control,fem
Proteobacteria,24.unmapped,0.000114752,control,fem
Proteobacteria,21.unmapped,0.000107045,malt,male
Proteobacteria,19.unmapped,7.71E-05,control,male
Proteobacteria,20.unmapped,0.00011304,control,male
Proteobacteria,17.unmapped,0.000116465,control,male
Proteobacteria,18.unmapped,8.14E-05,control,male
Proteobacteria,23.unmapped,4.71E-05,malt,male
Proteobacteria,22.unmapped,8.31E-05,malt,male
Proteobacteria,25.unmapped,0.000688514,control,fem
Proteobacteria,28.unmapped,0.000127598,malt,fem
Proteobacteria,29.unmapped,8.65E-05,malt,fem
Actinobacteria,17.unmapped,0.000262046,control,male
Actinobacteria,23.unmapped,0.000100194,malt,male
Actinobacteria,27.unmapped,0.000416191,malt,fem
Actinobacteria,28.unmapped,0.000222654,malt,fem
Actinobacteria,29.unmapped,0.00012246,malt,fem
Actinobacteria,26.unmapped,0.001111556,control,fem
Actinobacteria,21.unmapped,0.002326733,malt,male
Actinobacteria,20.unmapped,0.000567767,control,male
Actinobacteria,22.unmapped,0.000255196,malt,male
Actinobacteria,25.unmapped,0.000325417,control,fem
Actinobacteria,19.unmapped,0.000283455,control,male
Actinobacteria,24.unmapped,0.001385592,control,fem
Actinobacteria,18.unmapped,0.000178123,control,male
Actinobacteria,21.unmapped,4.88E-05,malt,male
Cyanobacteria,20.unmapped,0.000143012,control,male
Cyanobacteria,26.unmapped,0.000292019,control,fem
Cyanobacteria,24.unmapped,0.000324561,control,fem
Cyanobacteria,25.unmapped,0.000406771,control,fem
Cyanobacteria,21.unmapped,0.000244063,malt,male
Cyanobacteria,21.unmapped,0.000145581,malt,male
Cyanobacteria,20.unmapped,0.000144725,control,male
Cyanobacteria,24.unmapped,0.000146438,control,fem
Cyanobacteria,25.unmapped,0.000227792,control,fem
Cyanobacteria,26.unmapped,0.000164421,control,fem
Bacteroidota,28.unmapped,9.76E-05,malt,fem
Bacteroidota,18.unmapped,0.000104476,control,male
Bacteroidota,27.unmapped,5.14E-05,malt,fem
Bacteroidota,17.unmapped,0.000104476,control,male
Bacteroidota,19.unmapped,7.88E-05,control,male
Bacteroidota,29.unmapped,0.000108758,malt,fem
Bacteroidota,22.unmapped,0.000104476,malt,male
Cyanobacteria,24.unmapped,6.68E-05,control,fem
Proteobacteria,17.unmapped,7.54E-05,control,male
Proteobacteria,18.unmapped,7.19E-05,control,male
Proteobacteria,28.unmapped,6.42E-05,malt,fem
Proteobacteria,27.unmapped,5.48E-05,malt,fem
Proteobacteria,19.unmapped,4.54E-05,control,male
Proteobacteria,29.unmapped,7.96E-05,malt,fem
Proteobacteria,22.unmapped,8.22E-05,malt,male
Proteobacteria,18.unmapped,0.000172985,control,male
Proteobacteria,22.unmapped,0.000125885,malt,male
Proteobacteria,27.unmapped,0.00010362,malt,fem
Proteobacteria,25.unmapped,6.59E-05,control,fem
Proteobacteria,24.unmapped,9.76E-05,control,fem
Proteobacteria,26.unmapped,8.56E-05,control,fem
Proteobacteria,28.unmapped,0.000167847,malt,fem
Proteobacteria,17.unmapped,0.000155001,control,male
Proteobacteria,29.unmapped,0.000144725,malt,fem
Proteobacteria,20.unmapped,9.25E-05,control,male
Proteobacteria,21.unmapped,6.59E-05,malt,male
Proteobacteria,19.unmapped,0.000123316,control,male
Proteobacteria,18.unmapped,0.000187543,control,male
Proteobacteria,17.unmapped,0.000194394,control,male
Proteobacteria,21.unmapped,0.000119034,malt,male
Proteobacteria,28.unmapped,0.000268897,malt,fem
Proteobacteria,26.unmapped,9.51E-05,control,fem
Proteobacteria,22.unmapped,0.00028945,malt,male
Proteobacteria,25.unmapped,0.000115609,control,fem
Proteobacteria,29.unmapped,0.000322848,malt,fem
Proteobacteria,19.unmapped,0.000193538,control,male
Proteobacteria,20.unmapped,7.79E-05,control,male
Proteobacteria,27.unmapped,8.31E-05,malt,fem
Proteobacteria,24.unmapped,0.000105332,control,fem
Chloroflexi,26.unmapped,4.28E-05,control,fem
Deinococcus-Thermus,27.unmapped,4.37E-05,malt,fem
Proteobacteria,25.unmapped,6.59E-05,control,fem
Proteobacteria,26.unmapped,0.000137874,control,fem
Proteobacteria,23.unmapped,0.000219228,malt,male
Actinobacteria,27.unmapped,4.11E-05,malt,fem
Actinobacteria,20.unmapped,4.54E-05,control,male
Firmicutes,27.unmapped,6.17E-05,malt,fem
Proteobacteria,19.unmapped,4.80E-05,control,male
Proteobacteria,22.unmapped,4.88E-05,malt,male
Proteobacteria,28.unmapped,5.22E-05,malt,fem
Firmicutes,27.unmapped,6.77E-05,malt,fem
Firmicutes,27.unmapped,5.31E-05,malt,fem
Proteobacteria,29.unmapped,8.31E-05,malt,fem
Proteobacteria,26.unmapped,5.74E-05,control,fem
Proteobacteria,21.unmapped,4.28E-05,malt,male
Proteobacteria,18.unmapped,9.93E-05,control,male
Proteobacteria,28.unmapped,0.000125029,malt,fem
Proteobacteria,17.unmapped,0.000106189,control,male
Proteobacteria,19.unmapped,7.71E-05,control,male
Proteobacteria,22.unmapped,0.000111327,malt,male
Proteobacteria,27.unmapped,5.57E-05,malt,fem
Proteobacteria,29.unmapped,5.48E-05,malt,fem
Proteobacteria,26.unmapped,4.88E-05,control,fem
Proteobacteria,18.unmapped,5.82E-05,control,male
Proteobacteria,19.unmapped,6.34E-05,control,male
Proteobacteria,17.unmapped,0.000100194,control,male
Proteobacteria,29.unmapped,7.79E-05,malt,fem
Proteobacteria,27.unmapped,9.33E-05,malt,fem
Proteobacteria,22.unmapped,5.91E-05,malt,male
Proteobacteria,20.unmapped,4.88E-05,control,male
Proteobacteria,28.unmapped,7.62E-05,malt,fem
Proteobacteria,18.unmapped,6.68E-05,control,male
Proteobacteria,28.unmapped,9.16E-05,malt,fem
Proteobacteria,18.unmapped,6.42E-05,control,male
