name,rank,id,species
Bacteria,superkingdom,2,Coxiella burnetii
Pseudomonadota,phylum,1224,Coxiella burnetii
Gammaproteobacteria,class,1236,Coxiella burnetii
Legionellales,order,118969,Coxiella burnetii
Coxiellaceae,family,118968,Coxiella burnetii
Coxiella,genus,776,Coxiella burnetii
Coxiella burnetii,species,777,Coxiella burnetii
cellular organisms,no rank,131567,Pasteurella multocida
Bacteria,superkingdom,2,Pasteurella multocida
Pseudomonadota,phylum,1224,Pasteurella multocida
Gammaproteobacteria,class,1236,Pasteurella multocida
Pasteurellales,order,135625,Pasteurella multocida
Pasteurellaceae,family,712,Pasteurella multocida
Pasteurella,genus,745,Pasteurella multocida
Pasteurella multocida,species,747,Pasteurella multocida
cellular organisms,no rank,131567,Polyangium brachysporum
Bacteria,superkingdom,2,Polyangium brachysporum
Pseudomonadota,phylum,1224,Polyangium brachysporum
Betaproteobacteria,class,28216,Polyangium brachysporum
Burkholderiales,order,80840,Polyangium brachysporum
Sphaerotilaceae,family,2975441,Polyangium brachysporum
Schlegelella,genus,215579,Polyangium brachysporum
Schlegelella brevitalea,species,413882,Polyangium brachysporum
cellular organisms,no rank,131567,Pseudomonas
Bacteria,superkingdom,2,Pseudomonas
Pseudomonadota,phylum,1224,Pseudomonas
Gammaproteobacteria,class,1236,Pseudomonas
Pseudomonadales,order,72274,Pseudomonas
Pseudomonadaceae,family,135621,Pseudomonas
Pseudomonas,genus,286,Pseudomonas
cellular organisms,no rank,131567,Aggregatibacter actinomycetemcomitans
Bacteria,superkingdom,2,Aggregatibacter actinomycetemcomitans
Pseudomonadota,phylum,1224,Aggregatibacter actinomycetemcomitans
Gammaproteobacteria,class,1236,Aggregatibacter actinomycetemcomitans
Pasteurellales,order,135625,Aggregatibacter actinomycetemcomitans
Pasteurellaceae,family,712,Aggregatibacter actinomycetemcomitans
Aggregatibacter,genus,416916,Aggregatibacter actinomycetemcomitans
Aggregatibacter actinomycetemcomitans,species,714,Aggregatibacter actinomycetemcomitans
cellular organisms,no rank,131567,Hydrogenovibrio crunogenus
Bacteria,superkingdom,2,Hydrogenovibrio crunogenus
Pseudomonadota,phylum,1224,Hydrogenovibrio crunogenus
Gammaproteobacteria,class,1236,Hydrogenovibrio crunogenus
Thiotrichales,order,72273,Hydrogenovibrio crunogenus
Piscirickettsiaceae,family,135616,Hydrogenovibrio crunogenus
Hydrogenovibrio,genus,28884,Hydrogenovibrio crunogenus
Hydrogenovibrio crunogenus,species,39765,Hydrogenovibrio crunogenus
cellular organisms,no rank,131567,Piscirickettsia salmonis
Bacteria,superkingdom,2,Piscirickettsia salmonis
Pseudomonadota,phylum,1224,Piscirickettsia salmonis
Gammaproteobacteria,class,1236,Piscirickettsia salmonis
Thiotrichales,order,72273,Piscirickettsia salmonis
Piscirickettsiaceae,family,135616,Piscirickettsia salmonis
Piscirickettsia,genus,1237,Piscirickettsia salmonis
Piscirickettsia salmonis,species,1238,Piscirickettsia salmonis
cellular organisms,no rank,131567,Thiohalobacter thiocyanaticus
Bacteria,superkingdom,2,Thiohalobacter thiocyanaticus
Pseudomonadota,phylum,1224,Thiohalobacter thiocyanaticus
Gammaproteobacteria,class,1236,Thiohalobacter thiocyanaticus
Chromatiales,order,135613,Thiohalobacter thiocyanaticus
Chromatiales incertae sedis,no rank,451214,Thiohalobacter thiocyanaticus
Thiohalobacter,genus,1273155,Thiohalobacter thiocyanaticus
Thiohalobacter thiocyanaticus,species,585455,Thiohalobacter thiocyanaticus
cellular organisms,no rank,131567,gamma proteobacterium HdN1
Bacteria,superkingdom,2,gamma proteobacterium HdN1
Pseudomonadota,phylum,1224,gamma proteobacterium HdN1
Gammaproteobacteria,class,1236,gamma proteobacterium HdN1
unclassified Gammaproteobacteria,no rank,33811,gamma proteobacterium HdN1
gamma proteobacterium HdN1,species,83406,gamma proteobacterium HdN1
cellular organisms,no rank,131567,endosymbiont of unidentified scaly snail isolate Monju
Bacteria,superkingdom,2,endosymbiont of unidentified scaly snail isolate Monju
Pseudomonadota,phylum,1224,endosymbiont of unidentified scaly snail isolate Monju
Gammaproteobacteria,class,1236,endosymbiont of unidentified scaly snail isolate Monju
unclassified Gammaproteobacteria,no rank,33811,endosymbiont of unidentified scaly snail isolate Monju
endosymbiont of unidentified scaly snail isolate Monju,species,1248727,endosymbiont of unidentified scaly snail isolate Monju
cellular organisms,no rank,131567,Candidatus Thioglobus singularis
Bacteria,superkingdom,2,Candidatus Thioglobus singularis
Pseudomonadota,phylum,1224,Candidatus Thioglobus singularis
Gammaproteobacteria,class,1236,Candidatus Thioglobus singularis
Gammaproteobacteria incertae sedis,no rank,118884,Candidatus Thioglobus singularis
Candidatus Pseudothioglobus,genus,2841677,Candidatus Thioglobus singularis
Candidatus Pseudothioglobus singularis,species,1427364,Candidatus Thioglobus singularis
cellular organisms,no rank,131567,Steroidobacter denitrificans
Bacteria,superkingdom,2,Steroidobacter denitrificans
Pseudomonadota,phylum,1224,Steroidobacter denitrificans
Gammaproteobacteria,class,1236,Steroidobacter denitrificans
Nevskiales,order,1775403,Steroidobacter denitrificans
Steroidobacteraceae,family,2689614,Steroidobacter denitrificans
Steroidobacter,genus,469322,Steroidobacter denitrificans
Steroidobacter denitrificans,species,465721,Steroidobacter denitrificans
cellular organisms,no rank,131567,Solimonas sp. K1W22B-7
Bacteria,superkingdom,2,Solimonas sp. K1W22B-7
Pseudomonadota,phylum,1224,Solimonas sp. K1W22B-7
Gammaproteobacteria,class,1236,Solimonas sp. K1W22B-7
Nevskiales,order,1775403,Solimonas sp. K1W22B-7
Sinobacteraceae,family,568386,Solimonas sp. K1W22B-7
Solimonas,genus,413435,Solimonas sp. K1W22B-7
unclassified Solimonas,no rank,2637139,Solimonas sp. K1W22B-7
Solimonas sp. K1W22B-7,species,2303331,Solimonas sp. K1W22B-7
cellular organisms,no rank,131567,Vibrio cholerae
Bacteria,superkingdom,2,Vibrio cholerae
Pseudomonadota,phylum,1224,Vibrio cholerae
Gammaproteobacteria,class,1236,Vibrio cholerae
Vibrionales,order,135623,Vibrio cholerae
Vibrionaceae,family,641,Vibrio cholerae
Vibrio,genus,662,Vibrio cholerae
Vibrio cholerae,species,666,Vibrio cholerae
cellular organisms,no rank,131567,Vibrio vulnificus
Bacteria,superkingdom,2,Vibrio vulnificus
Pseudomonadota,phylum,1224,Vibrio vulnificus
Gammaproteobacteria,class,1236,Vibrio vulnificus
Vibrionales,order,135623,Vibrio vulnificus
Vibrionaceae,family,641,Vibrio vulnificus
Vibrio,genus,662,Vibrio vulnificus
Vibrio vulnificus,species,672,Vibrio vulnificus
cellular organisms,no rank,131567,Vibrio campbellii
Bacteria,superkingdom,2,Vibrio campbellii
Pseudomonadota,phylum,1224,Vibrio campbellii
Gammaproteobacteria,class,1236,Vibrio campbellii
Vibrionales,order,135623,Vibrio campbellii
Vibrionaceae,family,641,Vibrio campbellii
Vibrio,genus,662,Vibrio campbellii
Vibrio harveyi group,species group,717610,Vibrio campbellii
Vibrio campbellii,species,680,Vibrio campbellii
cellular organisms,no rank,131567,Vibrio natriegens
Bacteria,superkingdom,2,Vibrio natriegens
Pseudomonadota,phylum,1224,Vibrio natriegens
Gammaproteobacteria,class,1236,Vibrio natriegens
Vibrionales,order,135623,Vibrio natriegens
Vibrionaceae,family,641,Vibrio natriegens
Vibrio,genus,662,Vibrio natriegens
Vibrio harveyi group,species group,717610,Vibrio natriegens
Vibrio natriegens,species,691,Vibrio natriegens
cellular organisms,no rank,131567,Vibrio parahaemolyticus
Bacteria,superkingdom,2,Vibrio parahaemolyticus
Pseudomonadota,phylum,1224,Vibrio parahaemolyticus
Gammaproteobacteria,class,1236,Vibrio parahaemolyticus
Vibrionales,order,135623,Vibrio parahaemolyticus
Vibrionaceae,family,641,Vibrio parahaemolyticus
Vibrio,genus,662,Vibrio parahaemolyticus
Vibrio harveyi group,species group,717610,Vibrio parahaemolyticus
Vibrio parahaemolyticus,species,670,Vibrio parahaemolyticus
cellular organisms,no rank,131567,Photobacterium profundum
Bacteria,superkingdom,2,Photobacterium profundum
Pseudomonadota,phylum,1224,Photobacterium profundum
Gammaproteobacteria,class,1236,Photobacterium profundum
Vibrionales,order,135623,Photobacterium profundum
Vibrionaceae,family,641,Photobacterium profundum
Photobacterium,genus,657,Photobacterium profundum
Photobacterium profundum,species,74109,Photobacterium profundum
cellular organisms,no rank,131567,Photobacterium damselae
Bacteria,superkingdom,2,Photobacterium damselae
Pseudomonadota,phylum,1224,Photobacterium damselae
Gammaproteobacteria,class,1236,Photobacterium damselae
Vibrionales,order,135623,Photobacterium damselae
Vibrionaceae,family,641,Photobacterium damselae
Photobacterium,genus,657,Photobacterium damselae
Photobacterium damselae,species,38293,Photobacterium damselae
cellular organisms,no rank,131567,Sulfurifustis variabilis
Bacteria,superkingdom,2,Sulfurifustis variabilis
Pseudomonadota,phylum,1224,Sulfurifustis variabilis
Gammaproteobacteria,class,1236,Sulfurifustis variabilis
Acidiferrobacterales,order,1692040,Sulfurifustis variabilis
Acidiferrobacteraceae,family,1692041,Sulfurifustis variabilis
Sulfurifustis,genus,1692042,Sulfurifustis variabilis
Sulfurifustis variabilis,species,1675686,Sulfurifustis variabilis
cellular organisms,no rank,131567,Sulfuricaulis limicola
Bacteria,superkingdom,2,Sulfuricaulis limicola
Pseudomonadota,phylum,1224,Sulfuricaulis limicola
Gammaproteobacteria,class,1236,Sulfuricaulis limicola
Acidiferrobacterales,order,1692040,Sulfuricaulis limicola
Acidiferrobacteraceae,family,1692041,Sulfuricaulis limicola
Sulfuricaulis,genus,1744881,Sulfuricaulis limicola
Sulfuricaulis limicola,species,1620215,Sulfuricaulis limicola
cellular organisms,no rank,131567,Immundisolibacter cernigliae
Bacteria,superkingdom,2,Immundisolibacter cernigliae
Pseudomonadota,phylum,1224,Immundisolibacter cernigliae
Gammaproteobacteria,class,1236,Immundisolibacter cernigliae
Immundisolibacterales,order,1934945,Immundisolibacter cernigliae
Immundisolibacteraceae,family,1934946,Immundisolibacter cernigliae
Immundisolibacter,genus,1934947,Immundisolibacter cernigliae
Immundisolibacter cernigliae,species,1810504,Immundisolibacter cernigliae
cellular organisms,no rank,131567,Dichelobacter nodosus
Bacteria,superkingdom,2,Dichelobacter nodosus
Pseudomonadota,phylum,1224,Dichelobacter nodosus
Gammaproteobacteria,class,1236,Dichelobacter nodosus
Cardiobacteriales,order,135615,Dichelobacter nodosus
Cardiobacteriaceae,family,868,Dichelobacter nodosus
Dichelobacter,genus,869,Dichelobacter nodosus
Dichelobacter nodosus,species,870,Dichelobacter nodosus
cellular organisms,no rank,131567,Devosia sp. I507
Bacteria,superkingdom,2,Devosia sp. I507
Pseudomonadota,phylum,1224,Devosia sp. I507
Alphaproteobacteria,class,28211,Devosia sp. I507
Hyphomicrobiales,order,356,Devosia sp. I507
Devosiaceae,family,2831106,Devosia sp. I507
Devosia,genus,46913,Devosia sp. I507
unclassified Devosia,no rank,196773,Devosia sp. I507
Devosia sp. I507,species,2083786,Devosia sp. I507
cellular organisms,no rank,131567,Devosia sp. A16
Bacteria,superkingdom,2,Devosia sp. A16
Pseudomonadota,phylum,1224,Devosia sp. A16
Alphaproteobacteria,class,28211,Devosia sp. A16
Hyphomicrobiales,order,356,Devosia sp. A16
Devosiaceae,family,2831106,Devosia sp. A16
Devosia,genus,46913,Devosia sp. A16
unclassified Devosia,no rank,196773,Devosia sp. A16
Devosia sp. A16,species,1736675,Devosia sp. A16
cellular organisms,no rank,131567,Hyphomicrobium nitrativorans
Bacteria,superkingdom,2,Hyphomicrobium nitrativorans
Pseudomonadota,phylum,1224,Hyphomicrobium nitrativorans
Alphaproteobacteria,class,28211,Hyphomicrobium nitrativorans
Hyphomicrobiales,order,356,Hyphomicrobium nitrativorans
Hyphomicrobiaceae,family,45401,Hyphomicrobium nitrativorans
Hyphomicrobium,genus,81,Hyphomicrobium nitrativorans
Hyphomicrobium nitrativorans,species,1427356,Hyphomicrobium nitrativorans
cellular organisms,no rank,131567,Rhodoplanes sp. Z2-YC6860
Bacteria,superkingdom,2,Rhodoplanes sp. Z2-YC6860
Pseudomonadota,phylum,1224,Rhodoplanes sp. Z2-YC6860
Alphaproteobacteria,class,28211,Rhodoplanes sp. Z2-YC6860
Hyphomicrobiales,order,356,Rhodoplanes sp. Z2-YC6860
Hyphomicrobiaceae,family,45401,Rhodoplanes sp. Z2-YC6860
Rhodoplanes,genus,29407,Rhodoplanes sp. Z2-YC6860
unclassified Rhodoplanes,no rank,2619116,Rhodoplanes sp. Z2-YC6860
Rhodoplanes sp. Z2-YC6860,species,674703,Rhodoplanes sp. Z2-YC6860
cellular organisms,no rank,131567,Rhodomicrobium vannielii
Bacteria,superkingdom,2,Rhodomicrobium vannielii
Pseudomonadota,phylum,1224,Rhodomicrobium vannielii
Alphaproteobacteria,class,28211,Rhodomicrobium vannielii
Hyphomicrobiales,order,356,Rhodomicrobium vannielii
Hyphomicrobiaceae,family,45401,Rhodomicrobium vannielii
Rhodomicrobium,genus,1068,Rhodomicrobium vannielii
Rhodomicrobium vannielii,species,1069,Rhodomicrobium vannielii
cellular organisms,no rank,131567,Candidatus Filomicrobium marinum
Bacteria,superkingdom,2,Candidatus Filomicrobium marinum
Pseudomonadota,phylum,1224,Candidatus Filomicrobium marinum
Alphaproteobacteria,class,28211,Candidatus Filomicrobium marinum
Hyphomicrobiales,order,356,Candidatus Filomicrobium marinum
Hyphomicrobiaceae,family,45401,Candidatus Filomicrobium marinum
Filomicrobium,genus,119044,Candidatus Filomicrobium marinum
Candidatus Filomicrobium marinum,species,1608628,Candidatus Filomicrobium marinum
cellular organisms,no rank,131567,Bradyrhizobium sp. SK17
Bacteria,superkingdom,2,Bradyrhizobium sp. SK17
Pseudomonadota,phylum,1224,Bradyrhizobium sp. SK17
Alphaproteobacteria,class,28211,Bradyrhizobium sp. SK17
Hyphomicrobiales,order,356,Bradyrhizobium sp. SK17
Nitrobacteraceae,family,41294,Bradyrhizobium sp. SK17
Bradyrhizobium,genus,374,Bradyrhizobium sp. SK17
unclassified Bradyrhizobium,no rank,2631580,Bradyrhizobium sp. SK17
Bradyrhizobium sp. SK17,species,2057741,Bradyrhizobium sp. SK17
cellular organisms,no rank,131567,Bosea sp. AS-1
Bacteria,superkingdom,2,Bosea sp. AS-1
Pseudomonadota,phylum,1224,Bosea sp. AS-1
Alphaproteobacteria,class,28211,Bosea sp. AS-1
Hyphomicrobiales,order,356,Bosea sp. AS-1
Boseaceae,family,2831100,Bosea sp. AS-1
Bosea,genus,85413,Bosea sp. AS-1
unclassified Bosea,no rank,2653178,Bosea sp. AS-1
Bosea sp. AS-1,species,2015316,Bosea sp. AS-1
cellular organisms,no rank,131567,Rhodopseudomonas palustris
Bacteria,superkingdom,2,Rhodopseudomonas palustris
Pseudomonadota,phylum,1224,Rhodopseudomonas palustris
Alphaproteobacteria,class,28211,Rhodopseudomonas palustris
Hyphomicrobiales,order,356,Rhodopseudomonas palustris
Nitrobacteraceae,family,41294,Rhodopseudomonas palustris
Rhodopseudomonas,genus,1073,Rhodopseudomonas palustris
Rhodopseudomonas palustris,species,1076,Rhodopseudomonas palustris
cellular organisms,no rank,131567,Variibacter gotjawalensis
Bacteria,superkingdom,2,Variibacter gotjawalensis
Pseudomonadota,phylum,1224,Variibacter gotjawalensis
Alphaproteobacteria,class,28211,Variibacter gotjawalensis
Hyphomicrobiales,order,356,Variibacter gotjawalensis
Nitrobacteraceae,family,41294,Variibacter gotjawalensis
Variibacter,genus,1649510,Variibacter gotjawalensis
Variibacter gotjawalensis,species,1333996,Variibacter gotjawalensis
cellular organisms,no rank,131567,Bradyrhizobiaceae bacterium SG-6C
Bacteria,superkingdom,2,Bradyrhizobiaceae bacterium SG-6C
Pseudomonadota,phylum,1224,Bradyrhizobiaceae bacterium SG-6C
Alphaproteobacteria,class,28211,Bradyrhizobiaceae bacterium SG-6C
Hyphomicrobiales,order,356,Bradyrhizobiaceae bacterium SG-6C
Nitrobacteraceae,family,41294,Bradyrhizobiaceae bacterium SG-6C
unclassified Bradyrhizobiaceae,no rank,81426,Bradyrhizobiaceae bacterium SG-6C
Bradyrhizobiaceae bacterium SG-6C,species,709797,Bradyrhizobiaceae bacterium SG-6C
cellular organisms,no rank,131567,Methylobacterium sp. 17SD2-17
Bacteria,superkingdom,2,Methylobacterium sp. 17SD2-17
Pseudomonadota,phylum,1224,Methylobacterium sp. 17SD2-17
Alphaproteobacteria,class,28211,Methylobacterium sp. 17SD2-17
Hyphomicrobiales,order,356,Methylobacterium sp. 17SD2-17
Methylobacteriaceae,family,119045,Methylobacterium sp. 17SD2-17
Methylobacterium,genus,407,Methylobacterium sp. 17SD2-17
Methylobacterium durans,species,2202825,Methylobacterium sp. 17SD2-17
cellular organisms,no rank,131567,Methylobacterium sp. 4-46
Bacteria,superkingdom,2,Methylobacterium sp. 4-46
Pseudomonadota,phylum,1224,Methylobacterium sp. 4-46
Alphaproteobacteria,class,28211,Methylobacterium sp. 4-46
Hyphomicrobiales,order,356,Methylobacterium sp. 4-46
Methylobacteriaceae,family,119045,Methylobacterium sp. 4-46
Methylobacterium,genus,407,Methylobacterium sp. 4-46
unclassified Methylobacterium,no rank,2615210,Methylobacterium sp. 4-46
Methylobacterium sp. 4-46,species,426117,Methylobacterium sp. 4-46
cellular organisms,no rank,131567,Microvirga ossetica
Bacteria,superkingdom,2,Microvirga ossetica
Pseudomonadota,phylum,1224,Microvirga ossetica
Alphaproteobacteria,class,28211,Microvirga ossetica
Hyphomicrobiales,order,356,Microvirga ossetica
Methylobacteriaceae,family,119045,Microvirga ossetica
Microvirga,genus,186650,Microvirga ossetica
Microvirga ossetica,species,1882682,Microvirga ossetica
cellular organisms,no rank,131567,Agrobacterium vitis
Bacteria,superkingdom,2,Agrobacterium vitis
Pseudomonadota,phylum,1224,Agrobacterium vitis
Alphaproteobacteria,class,28211,Agrobacterium vitis
Hyphomicrobiales,order,356,Agrobacterium vitis
Rhizobiaceae,family,82115,Agrobacterium vitis
Rhizobium/Agrobacterium group,no rank,227290,Agrobacterium vitis
Agrobacterium,genus,357,Agrobacterium vitis
Agrobacterium vitis,species,373,Agrobacterium vitis
cellular organisms,no rank,131567,Shinella sp. HZN7
Bacteria,superkingdom,2,Shinella sp. HZN7
Pseudomonadota,phylum,1224,Shinella sp. HZN7
Alphaproteobacteria,class,28211,Shinella sp. HZN7
Hyphomicrobiales,order,356,Shinella sp. HZN7
Rhizobiaceae,family,82115,Shinella sp. HZN7
Shinella,genus,323620,Shinella sp. HZN7
unclassified Shinella,no rank,2643062,Shinella sp. HZN7
Shinella sp. HZN7,species,879274,Shinella sp. HZN7
cellular organisms,no rank,131567,Mesorhizobium oceanicum
Bacteria,superkingdom,2,Mesorhizobium oceanicum
Pseudomonadota,phylum,1224,Mesorhizobium oceanicum
Alphaproteobacteria,class,28211,Mesorhizobium oceanicum
Hyphomicrobiales,order,356,Mesorhizobium oceanicum
Phyllobacteriaceae,family,69277,Mesorhizobium oceanicum
Aquibium,genus,2911176,Mesorhizobium oceanicum
Aquibium oceanicum,species,1670800,Mesorhizobium oceanicum
cellular organisms,no rank,131567,Chelativorans sp. BNC1
Bacteria,superkingdom,2,Chelativorans sp. BNC1
Pseudomonadota,phylum,1224,Chelativorans sp. BNC1
Alphaproteobacteria,class,28211,Chelativorans sp. BNC1
Hyphomicrobiales,order,356,Chelativorans sp. BNC1
Phyllobacteriaceae,family,69277,Chelativorans sp. BNC1
Chelativorans,genus,449972,Chelativorans sp. BNC1
unclassified Chelativorans,no rank,2643807,Chelativorans sp. BNC1
Chelativorans sp. BNC1,species,266779,Chelativorans sp. BNC1
cellular organisms,no rank,131567,Anderseniella sp. Alg231-50
Bacteria,superkingdom,2,Anderseniella sp. Alg231-50
Pseudomonadota,phylum,1224,Anderseniella sp. Alg231-50
Alphaproteobacteria,class,28211,Anderseniella sp. Alg231-50
Hyphomicrobiales,order,356,Anderseniella sp. Alg231-50
Parvibaculaceae,family,2813035,Anderseniella sp. Alg231-50
Anderseniella,genus,444432,Anderseniella sp. Alg231-50
unclassified Anderseniella,no rank,2614933,Anderseniella sp. Alg231-50
Anderseniella sp. Alg231-50,species,1922226,Anderseniella sp. Alg231-50
cellular organisms,no rank,131567,Candidatus Phaeomarinobacter ectocarpi
Bacteria,superkingdom,2,Candidatus Phaeomarinobacter ectocarpi
Pseudomonadota,phylum,1224,Candidatus Phaeomarinobacter ectocarpi
Alphaproteobacteria,class,28211,Candidatus Phaeomarinobacter ectocarpi
Hyphomicrobiales,order,356,Candidatus Phaeomarinobacter ectocarpi
Parvibaculaceae,family,2813035,Candidatus Phaeomarinobacter ectocarpi
Candidatus Phaeomarinobacter,genus,1541445,Candidatus Phaeomarinobacter ectocarpi
Candidatus Phaeomarinobacter ectocarpi,species,1458461,Candidatus Phaeomarinobacter ectocarpi
cellular organisms,no rank,131567,Parvibaculum lavamentivorans
Bacteria,superkingdom,2,Parvibaculum lavamentivorans
Pseudomonadota,phylum,1224,Parvibaculum lavamentivorans
Alphaproteobacteria,class,28211,Parvibaculum lavamentivorans
Hyphomicrobiales,order,356,Parvibaculum lavamentivorans
Parvibaculaceae,family,2813035,Parvibaculum lavamentivorans
Parvibaculum,genus,256616,Parvibaculum lavamentivorans
Parvibaculum lavamentivorans,species,256618,Parvibaculum lavamentivorans
cellular organisms,no rank,131567,Rhodobiaceae bacterium
Bacteria,superkingdom,2,Rhodobiaceae bacterium
Pseudomonadota,phylum,1224,Rhodobiaceae bacterium
Alphaproteobacteria,class,28211,Rhodobiaceae bacterium
Hyphomicrobiales,order,356,Rhodobiaceae bacterium
Rhodobiaceae,family,119043,Rhodobiaceae bacterium
unclassified Rhodobiaceae,no rank,1712260,Rhodobiaceae bacterium
Rhodobiaceae bacterium,species,2026785,Rhodobiaceae bacterium
cellular organisms,no rank,131567,Pseudolabrys taiwanensis
Bacteria,superkingdom,2,Pseudolabrys taiwanensis
Pseudomonadota,phylum,1224,Pseudolabrys taiwanensis
Alphaproteobacteria,class,28211,Pseudolabrys taiwanensis
Hyphomicrobiales,order,356,Pseudolabrys taiwanensis
Xanthobacteraceae,family,335928,Pseudolabrys taiwanensis
Pseudolabrys,genus,556257,Pseudolabrys taiwanensis
Pseudolabrys taiwanensis,species,331696,Pseudolabrys taiwanensis
cellular organisms,no rank,131567,Xanthobacter autotrophicus
Bacteria,superkingdom,2,Xanthobacter autotrophicus
Pseudomonadota,phylum,1224,Xanthobacter autotrophicus
Alphaproteobacteria,class,28211,Xanthobacter autotrophicus
Hyphomicrobiales,order,356,Xanthobacter autotrophicus
Xanthobacteraceae,family,335928,Xanthobacter autotrophicus
Xanthobacter,genus,279,Xanthobacter autotrophicus
Xanthobacter autotrophicus,species,280,Xanthobacter autotrophicus
cellular organisms,no rank,131567,Azorhizobium caulinodans
Bacteria,superkingdom,2,Azorhizobium caulinodans
Pseudomonadota,phylum,1224,Azorhizobium caulinodans
Alphaproteobacteria,class,28211,Azorhizobium caulinodans
Hyphomicrobiales,order,356,Azorhizobium caulinodans
Xanthobacteraceae,family,335928,Azorhizobium caulinodans
Azorhizobium,genus,6,Azorhizobium caulinodans
Azorhizobium caulinodans,species,7,Azorhizobium caulinodans
cellular organisms,no rank,131567,Methylocystis bryophila
Bacteria,superkingdom,2,Methylocystis bryophila
Pseudomonadota,phylum,1224,Methylocystis bryophila
Alphaproteobacteria,class,28211,Methylocystis bryophila
Hyphomicrobiales,order,356,Methylocystis bryophila
Methylocystaceae,family,31993,Methylocystis bryophila
Methylocystis,genus,133,Methylocystis bryophila
Methylocystis bryophila,species,655015,Methylocystis bryophila
cellular organisms,no rank,131567,Methylosinus trichosporium
Bacteria,superkingdom,2,Methylosinus trichosporium
Pseudomonadota,phylum,1224,Methylosinus trichosporium
Alphaproteobacteria,class,28211,Methylosinus trichosporium
Hyphomicrobiales,order,356,Methylosinus trichosporium
Methylocystaceae,family,31993,Methylosinus trichosporium
Methylosinus,genus,425,Methylosinus trichosporium
Methylosinus trichosporium,species,426,Methylosinus trichosporium
cellular organisms,no rank,131567,Hartmannibacter diazotrophicus
Bacteria,superkingdom,2,Hartmannibacter diazotrophicus
Pseudomonadota,phylum,1224,Hartmannibacter diazotrophicus
Alphaproteobacteria,class,28211,Hartmannibacter diazotrophicus
Hyphomicrobiales,order,356,Hartmannibacter diazotrophicus
Pleomorphomonadaceae,family,2843308,Hartmannibacter diazotrophicus
Hartmannibacter,genus,1572860,Hartmannibacter diazotrophicus
Hartmannibacter diazotrophicus,species,1482074,Hartmannibacter diazotrophicus
cellular organisms,no rank,131567,Methylocella silvestris
Bacteria,superkingdom,2,Methylocella silvestris
Pseudomonadota,phylum,1224,Methylocella silvestris
Alphaproteobacteria,class,28211,Methylocella silvestris
Hyphomicrobiales,order,356,Methylocella silvestris
Beijerinckiaceae,family,45404,Methylocella silvestris
Methylocella,genus,120652,Methylocella silvestris
Methylocella silvestris,species,199596,Methylocella silvestris
cellular organisms,no rank,131567,Breoghania sp. L-A4
Bacteria,superkingdom,2,Breoghania sp. L-A4
Pseudomonadota,phylum,1224,Breoghania sp. L-A4
Alphaproteobacteria,class,28211,Breoghania sp. L-A4
Hyphomicrobiales,order,356,Breoghania sp. L-A4
Breoghaniaceae,family,2831104,Breoghania sp. L-A4
Breoghania,genus,1406135,Breoghania sp. L-A4
unclassified Breoghania,no rank,2624130,Breoghania sp. L-A4
Breoghania sp. L-A4,species,2304600,Breoghania sp. L-A4
cellular organisms,no rank,131567,Sphingomonas hengshuiensis
Bacteria,superkingdom,2,Sphingomonas hengshuiensis
Pseudomonadota,phylum,1224,Sphingomonas hengshuiensis
Alphaproteobacteria,class,28211,Sphingomonas hengshuiensis
Sphingomonadales,order,204457,Sphingomonas hengshuiensis
Sphingomonadaceae,family,41297,Sphingomonas hengshuiensis
Sphingomonas,genus,13687,Sphingomonas hengshuiensis
Sphingomonas hengshuiensis,species,1609977,Sphingomonas hengshuiensis
cellular organisms,no rank,131567,Sphingomonas taxi
Bacteria,superkingdom,2,Sphingomonas taxi
Pseudomonadota,phylum,1224,Sphingomonas taxi
Alphaproteobacteria,class,28211,Sphingomonas taxi
Sphingomonadales,order,204457,Sphingomonas taxi
Sphingomonadaceae,family,41297,Sphingomonas taxi
Sphingomonas,genus,13687,Sphingomonas taxi
Sphingomonas taxi,species,1549858,Sphingomonas taxi
cellular organisms,no rank,131567,Sphingomonas sp. KC8
Bacteria,superkingdom,2,Sphingomonas sp. KC8
Pseudomonadota,phylum,1224,Sphingomonas sp. KC8
Alphaproteobacteria,class,28211,Sphingomonas sp. KC8
Sphingomonadales,order,204457,Sphingomonas sp. KC8
Sphingomonadaceae,family,41297,Sphingomonas sp. KC8
Sphingomonas,genus,13687,Sphingomonas sp. KC8
unclassified Sphingomonas,no rank,196159,Sphingomonas sp. KC8
Sphingomonas sp. KC8,species,1030157,Sphingomonas sp. KC8
cellular organisms,no rank,131567,Sphingomonas panacis
Bacteria,superkingdom,2,Sphingomonas panacis
Pseudomonadota,phylum,1224,Sphingomonas panacis
Alphaproteobacteria,class,28211,Sphingomonas panacis
Sphingomonadales,order,204457,Sphingomonas panacis
Sphingomonadaceae,family,41297,Sphingomonas panacis
Sphingomonas,genus,13687,Sphingomonas panacis
Sphingomonas panacis,species,1560345,Sphingomonas panacis
cellular organisms,no rank,131567,Sphingomonas sp. LK11
Bacteria,superkingdom,2,Sphingomonas sp. LK11
Pseudomonadota,phylum,1224,Sphingomonas sp. LK11
Alphaproteobacteria,class,28211,Sphingomonas sp. LK11
Sphingomonadales,order,204457,Sphingomonas sp. LK11
Sphingomonadaceae,family,41297,Sphingomonas sp. LK11
Sphingomonas,genus,13687,Sphingomonas sp. LK11
