"","name","case","taxonomy_id","taxonomy_lvl","kraken_assigned_reads","added_reads","new_est_reads","fraction_total_reads","group","sex","group_shuffle","name_rank","rank"
"3045","Bacillus sp. FJAT-14266","27.unmapped",1837130,"S",110,24934,25044,0.001344487,"malt","fem","malt","Bacillus","genus"
"3046","Bacillus sp. FJAT-14266","27.unmapped",1837130,"S",110,24934,25044,0.001344487,"malt","fem","malt","Firmicutes","phylum"
"3047","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Bacteria","superkingdom"
"3048","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Bacillaceae","family"
"3049","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","cellular organisms","no rank"
"3050","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Terrabacteria group","clade"
"3051","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Bacillales","order"
"3052","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","unclassified Bacillus (in: Bacteria)","no rank"
"3053","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Bacillus sp. FJAT-14266","species"
"3054","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Bacilli","class"
"3055","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Bacillus","genus"
"3056","Bacillus sp. FJAT-14266","20.unmapped",1837130,"S",273,51088,51361,0.001127827,"control","male","control","Firmicutes","phylum"
"3057","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Bacteria","superkingdom"
"3058","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Bacillaceae","family"
"3059","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","cellular organisms","no rank"
"3060","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Terrabacteria group","clade"
"3061","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Bacillales","order"
"3062","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","unclassified Bacillus (in: Bacteria)","no rank"
"3063","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Bacillus sp. FJAT-14266","species"
"3064","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Bacilli","class"
"3065","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Bacillus","genus"
"3066","Bacillus sp. FJAT-14266","28.unmapped",1837130,"S",659,182766,183425,0.002170018,"malt","fem","control","Firmicutes","phylum"
"3067","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Bacteria","superkingdom"
"3068","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Bacillaceae","family"
"3069","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","cellular organisms","no rank"
"3070","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Terrabacteria group","clade"
"3071","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Bacillales","order"
"3072","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","unclassified Bacillus (in: Bacteria)","no rank"
"3073","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Bacillus sp. FJAT-14266","species"
"3074","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Bacilli","class"
"3075","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Bacillus","genus"
"3076","Bacillus sp. FJAT-14266","22.unmapped",1837130,"S",708,155076,155784,0.001986757,"malt","male","control","Firmicutes","phylum"
"3077","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Bacteria","superkingdom"
"3078","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Bacillaceae","family"
"3079","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","cellular organisms","no rank"
"3080","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Terrabacteria group","clade"
"3081","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Bacillales","order"
"3082","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","unclassified Bacillus (in: Bacteria)","no rank"
"3083","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Bacillus sp. FJAT-14266","species"
"3084","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Bacilli","class"
"3085","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Bacillus","genus"
"3086","Bacillus sp. FJAT-14266","26.unmapped",1837130,"S",136,31591,31727,0.000751028,"control","fem","control","Firmicutes","phylum"
"3087","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Bacillales","order"
"3088","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Bacilli","class"
"3089","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Firmicutes","phylum"
"3090","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Bacillus","genus"
"3091","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Bacteria","superkingdom"
"3092","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","unclassified Bacillus (in: Bacteria)","no rank"
"3093","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Terrabacteria group","clade"
"3094","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Bacillus sp. Lzh-5","species"
"3095","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","Bacillaceae","family"
"3096","Bacillus sp. Lzh-5","25.unmapped",2049935,"S",114,13372,13486,0.000333981,"control","fem","malt","cellular organisms","no rank"
"3097","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Bacillales","order"
"3098","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Bacilli","class"
"3099","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Firmicutes","phylum"
"3100","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Bacillus","genus"
"3101","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Bacteria","superkingdom"
"3102","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","unclassified Bacillus (in: Bacteria)","no rank"
"3103","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Terrabacteria group","clade"
"3104","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Bacillus sp. Lzh-5","species"
"3105","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","Bacillaceae","family"
"3106","Bacillus sp. Lzh-5","20.unmapped",2049935,"S",152,13346,13498,0.000296301,"control","male","control","cellular organisms","no rank"
"3107","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Bacillales","order"
"3108","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Bacilli","class"
"3109","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Firmicutes","phylum"
"3110","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Bacillus","genus"
"3111","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Bacteria","superkingdom"
"3112","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","unclassified Bacillus (in: Bacteria)","no rank"
"3113","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Terrabacteria group","clade"
"3114","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Bacillus sp. Lzh-5","species"
"3115","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","Bacillaceae","family"
"3116","Bacillus sp. Lzh-5","24.unmapped",2049935,"S",103,10832,10935,0.000215803,"control","fem","control","cellular organisms","no rank"
"3117","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Bacillales","order"
"3118","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Bacilli","class"
"3119","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Firmicutes","phylum"
"3120","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Bacillus","genus"
"3121","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Bacteria","superkingdom"
"3122","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","unclassified Bacillus (in: Bacteria)","no rank"
"3123","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Terrabacteria group","clade"
"3124","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Bacillus sp. Lzh-5","species"
"3125","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","Bacillaceae","family"
"3126","Bacillus sp. Lzh-5","18.unmapped",2049935,"S",50,6322,6372,0.000117321,"control","male","control","cellular organisms","no rank"
"3127","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Bacillales","order"
"3128","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Bacilli","class"
"3129","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Firmicutes","phylum"
"3130","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Bacillus","genus"
"3131","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Bacteria","superkingdom"
"3132","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","unclassified Bacillus (in: Bacteria)","no rank"
"3133","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Terrabacteria group","clade"
"3134","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Bacillus sp. Lzh-5","species"
"3135","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","Bacillaceae","family"
"3136","Bacillus sp. Lzh-5","28.unmapped",2049935,"S",268,34892,35160,0.000416191,"malt","fem","control","cellular organisms","no rank"
"3137","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Bacillales","order"
"3138","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Bacilli","class"
"3139","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Firmicutes","phylum"
"3140","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Bacillus","genus"
"3141","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Bacteria","superkingdom"
"3142","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","unclassified Bacillus (in: Bacteria)","no rank"
"3143","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Terrabacteria group","clade"
"3144","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Bacillus sp. Lzh-5","species"
"3145","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","Bacillaceae","family"
"3146","Bacillus sp. Lzh-5","19.unmapped",2049935,"S",92,7503,7595,0.000158427,"control","male","malt","cellular organisms","no rank"
"3147","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Bacillales","order"
"3148","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Bacilli","class"
"3149","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Firmicutes","phylum"
"3150","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Bacillus","genus"
"3151","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Bacteria","superkingdom"
"3152","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","unclassified Bacillus (in: Bacteria)","no rank"
"3153","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Terrabacteria group","clade"
"3154","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Bacillus sp. Lzh-5","species"
"3155","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","Bacillaceae","family"
"3156","Bacillus sp. Lzh-5","21.unmapped",2049935,"S",32,4631,4663,0.000337406,"malt","male","malt","cellular organisms","no rank"
"3157","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Bacillales","order"
"3158","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Bacilli","class"
"3159","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Firmicutes","phylum"
"3160","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Bacillus","genus"
"3161","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Bacteria","superkingdom"
"3162","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","unclassified Bacillus (in: Bacteria)","no rank"
"3163","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Terrabacteria group","clade"
"3164","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Bacillus sp. Lzh-5","species"
"3165","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","Bacillaceae","family"
"3166","Bacillus sp. Lzh-5","17.unmapped",2049935,"S",83,11377,11460,0.000240637,"control","male","malt","cellular organisms","no rank"
"3167","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Bacillales","order"
"3168","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Bacilli","class"
"3169","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Firmicutes","phylum"
"3170","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Bacillus","genus"
"3171","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Bacteria","superkingdom"
"3172","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","unclassified Bacillus (in: Bacteria)","no rank"
"3173","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Terrabacteria group","clade"
"3174","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Bacillus sp. Lzh-5","species"
"3175","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","Bacillaceae","family"
"3176","Bacillus sp. Lzh-5","22.unmapped",2049935,"S",47,4946,4993,6.34e-05,"malt","male","control","cellular organisms","no rank"
"3177","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Bacillales","order"
"3178","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Bacilli","class"
"3179","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Firmicutes","phylum"
"3180","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Bacillus","genus"
"3181","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Bacteria","superkingdom"
"3182","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","unclassified Bacillus (in: Bacteria)","no rank"
"3183","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Terrabacteria group","clade"
"3184","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Bacillus sp. Lzh-5","species"
"3185","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","Bacillaceae","family"
"3186","Bacillus sp. Lzh-5","29.unmapped",2049935,"S",202,20906,21108,0.000419617,"malt","fem","malt","cellular organisms","no rank"
"3187","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacteria","superkingdom"
"3188","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacillales","order"
"3189","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacillus","genus"
"3190","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","cellular organisms","no rank"
"3191","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacilli","class"
"3192","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Firmicutes","phylum"
"3193","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacillaceae","family"
"3194","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Terrabacteria group","clade"
"3195","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacillus subtilis","species"
"3196","Bacillus subtilis","21.unmapped",1423,"S",111,3262,3373,0.000244063,"malt","male","malt","Bacillus subtilis group","species group"
"3197","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacteria","superkingdom"
"3198","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacillales","order"
"3199","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacillus","genus"
"3200","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","cellular organisms","no rank"
"3201","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacilli","class"
"3202","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Firmicutes","phylum"
"3203","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacillaceae","family"
"3204","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Terrabacteria group","clade"
"3205","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacillus subtilis","species"
"3206","Bacillus subtilis","24.unmapped",1423,"S",485,20516,21001,0.000415335,"control","fem","control","Bacillus subtilis group","species group"
"3207","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacteria","superkingdom"
"3208","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacillales","order"
"3209","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacillus","genus"
"3210","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","cellular organisms","no rank"
"3211","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacilli","class"
"3212","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Firmicutes","phylum"
"3213","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacillaceae","family"
"3214","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Terrabacteria group","clade"
"3215","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacillus subtilis","species"
"3216","Bacillus subtilis","22.unmapped",1423,"S",2188,36853,39041,0.000497546,"malt","male","control","Bacillus subtilis group","species group"
"3217","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacteria","superkingdom"
"3218","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacillales","order"
"3219","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacillus","genus"
"3220","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","cellular organisms","no rank"
"3221","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacilli","class"
"3222","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Firmicutes","phylum"
"3223","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacillaceae","family"
"3224","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Terrabacteria group","clade"
"3225","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacillus subtilis","species"
"3226","Bacillus subtilis","19.unmapped",1423,"S",516,12164,12680,0.000263759,"control","male","malt","Bacillus subtilis group","species group"
"3227","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacteria","superkingdom"
"3228","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacillales","order"
"3229","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacillus","genus"
"3230","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","cellular organisms","no rank"
"3231","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacilli","class"
"3232","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Firmicutes","phylum"
"3233","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacillaceae","family"
"3234","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Terrabacteria group","clade"
"3235","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacillus subtilis","species"
"3236","Bacillus subtilis","25.unmapped",1423,"S",229,16441,16670,0.000412766,"control","fem","malt","Bacillus subtilis group","species group"
"3237","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacteria","superkingdom"
"3238","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacillales","order"
"3239","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacillus","genus"
"3240","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","cellular organisms","no rank"
"3241","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacilli","class"
"3242","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Firmicutes","phylum"
"3243","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacillaceae","family"
"3244","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Terrabacteria group","clade"
"3245","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacillus subtilis","species"
"3246","Bacillus subtilis","17.unmapped",1423,"S",1445,34820,36265,0.000761305,"control","male","malt","Bacillus subtilis group","species group"
"3247","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","Bacteria","superkingdom"
"3248","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","Bacillales","order"
"3249","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","Bacillus","genus"
"3250","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","cellular organisms","no rank"
"3251","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","Bacilli","class"
"3252","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","Firmicutes","phylum"
"3253","Bacillus subtilis","23.unmapped",1423,"S",166,1000,1166,8.14e-05,"malt","male","malt","Bacillaceae","family"
